	x	y	z	data	sample	cluster_number	consensus_lca	consensus_weighted	consensus_kmode	cross_method_entropy	BANKSY_config_default_label	STAGATE_config_default_label	SCAN-IT_config_default_label	scanpy_config_default_label	bass_config_default_label	CellCharter_config_default_label
spinalcord_1267	988.781609195402	3411.56609195402	12.7586206896552	STARmap_plus	spinalcord	7	4	0	4	1.39214303159018	1	2	4	0	6	3
spinalcord_1268	522.514285714286	3039.64285714286	12.1571428571429	STARmap_plus	spinalcord	7	5	1	6	1.2475491601766	5	2	0	1	2	1
spinalcord_1269	850.94	3915.96	16.37	STARmap_plus	spinalcord	7	4	4	4	1.40026428215563	5	4	4	0	5	3
spinalcord_1270	1200.3243243243198	3138.78378378378	21.6216216216216	STARmap_plus	spinalcord	7	4	4	1	1.2475491601766	5	2	4	0	7	3
spinalcord_1271	945.383141762452	3633.90421455939	11.1992337164751	STARmap_plus	spinalcord	7	4	4	1	1.36175610545786	5	4	4	5	5	3
spinalcord_1272	1756.44282744283	3941.31185031185	13.168399168399198	STARmap_plus	spinalcord	7	4	4	4	1.40026428215563	5	4	4	0	5	3
spinalcord_1273	1931.1351888668	3212.82703777336	13.8051689860835	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1274	1916.01324503311	3774.64900662252	11.953642384106	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1275	2117.80088495575	2871.83628318584	13.5176991150442	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_1276	2229.03741007194	3596.300719424461	13.6978417266187	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1277	2046.57327586207	2877.5517241379303	13.6939655172414	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_1278	2509.62913907285	3441.46688741722	19.6225165562914	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_1279	2429.6724137931	3831.93103448276	13.5560344827586	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1280	1457.64835164835	3692.7032967033	12.989010989011	STARmap_plus	spinalcord	7	4	4	4	1.14655930074341	1	2	4	0	7	3
spinalcord_1281	2188.7766990291298	3655.71521035599	13.9288025889968	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1282	2561.06701030928	3043.00515463918	13.5979381443299	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1283	2453.225	3768.64285714286	17.996428571428602	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1284	1575.60206718346	3254.6227390180898	8.6046511627907	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1285	1614.29003021148	2942.3141993957697	11.3141993957704	STARmap_plus	spinalcord	7	6	0	4	1.05500827668773	1	6	2	0	6	3
spinalcord_1286	1980.29702970297	3891.06270627063	12.016501650165	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1287	2101.60923623446	3857.5239786856105	16.2753108348135	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1288	1927.2599009901	3475.9876237623803	18.1163366336634	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1289	2689.1370967741896	3990.63709677419	8.22983870967742	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1290	1422.5874439461902	2982.8295964125605	13.0986547085202	STARmap_plus	spinalcord	7	4	4	1	1.2475491601766	5	2	4	0	7	3
spinalcord_1291	1832.21827411168	3251.55329949239	15.761421319797002	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1292	2409.60204081633	3523.52721088435	15.122448979591802	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1293	1550.34911242604	4111.46153846154	12.946745562130198	STARmap_plus	spinalcord	7	4	4	4	1.36175610545786	5	4	4	5	5	3
spinalcord_1294	2447.82014388489	3123.96402877698	15.705035971223	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1295	2418.7115902965	3089.03234501348	17.563342318059302	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1296	2060.75833333333	3730.9458333333296	16.7583333333333	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1297	1426.7766497461903	3256.31472081218	13.898477157360402	STARmap_plus	spinalcord	7	6	0	4	0.783528221218809	1	6	2	0	7	3
spinalcord_1298	2172.6518771331102	3276.4112627986306	13.3890784982935	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1299	1862.44329896907	3638.73195876289	15.5618556701031	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1300	2589.7701863354	3822.65838509317	13.2173913043478	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1301	1497.58409785933	3244.18960244648	13.110091743119302	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1302	1644.51228070175	3353.0771929824605	17.3122807017544	STARmap_plus	spinalcord	7	6	0	4	1.05500827668773	1	6	2	0	6	3
spinalcord_1303	1424.4727793696302	3754.89684813754	14.6189111747851	STARmap_plus	spinalcord	7	4	4	4	1.14655930074341	1	2	4	0	7	3
spinalcord_1304	1834.74626865672	3539.3198294243102	12.8486140724947	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1305	2275.62831858407	3074.92920353982	18.49557522123889	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1306	1979.39297124601	3333.97444089457	14.902555910543098	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1307	2038.72075471698	3791.05660377358	17.0528301886792	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1308	2274.6842900302104	3170.04682779456	15.0634441087613	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1309	1963.1632047477697	3578.16913946588	18.667655786350103	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1310	1910.33080808081	2783.31313131313	17.161616161616198	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1311	2234.16368286445	3756.5217391304295	14.1023017902813	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1312	2105.59451219512	3082.8993902439	18.548780487804898	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1313	2029.36641221374	3078.5534351145	17.9160305343511	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1314	2048.31451612903	3618.97983870968	18.0927419354839	STARmap_plus	spinalcord	7	6	0	4	1.52220223234363	1	2	2	4	6	2
spinalcord_1315	2701.79352226721	3414.66801619433	19.344129554655897	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_1316	2279.41818181818	3317.29636363636	14.6781818181818	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1317	1621.47404844291	3104.692041522489	16.5951557093426	STARmap_plus	spinalcord	7	6	0	4	1.30059200753451	1	2	2	0	6	3
spinalcord_1318	1606.96682464455	3872.469194312801	16.2037914691943	STARmap_plus	spinalcord	7	4	4	2	1.3010116227604	5	2	4	3	5	3
spinalcord_1319	1832.3359683794504	3364.7628458498	13.1383399209486	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1320	2198.02208201893	3409.4006309148303	13.4763406940063	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1321	1636.11483253589	2798.97607655502	15.9090909090909	STARmap_plus	spinalcord	7	6	0	4	1.05500827668773	1	6	2	0	6	3
spinalcord_1322	2614.2568627451	2788.57843137255	16.3411764705882	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	6	6	2	0	6	2
spinalcord_1323	2055.26218097448	3236.35266821346	15.2482598607889	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1324	2187.08	3827.56421052632	13.9852631578947	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1325	2562.41732283465	4058.31496062992	16.6614173228346	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1326	2363.3993399339897	3739.41254125413	18.257425742574306	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1327	2636.2305555555604	3554.0333333333297	11.7138888888889	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_1328	2350.90946502058	2920.0864197530896	17.2181069958848	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1329	2333.91176470588	3811.26050420168	19.6932773109244	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1330	2707.59821428571	3301.66964285714	20.8035714285714	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_1331	2611.48369565217	3100.11956521739	15.4184782608696	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1332	1808.60498220641	2952.51245551601	11.2455516014235	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1333	2345.79653679654	3011.14285714286	14.974025974026	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1334	2642.96428571429	3695.65714285714	14.1571428571429	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1335	2704.34146341463	3080.86991869919	20.1626016260163	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_1336	1969.53472222222	4023.4861111111104	14.708333333333302	STARmap_plus	spinalcord	7	4	0	4	1.39214303159018	1	2	4	0	6	3
spinalcord_1337	2195.5	4080.93975903614	9.66265060240964	STARmap_plus	spinalcord	7	6	0	4	1.30059200753451	1	2	2	4	7	2
spinalcord_1338	2399.58455882353	2807.16544117647	15.2279411764706	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1339	1731.83510638298	3649.96808510638	12.8803191489362	STARmap_plus	spinalcord	7	6	0	4	1.05500827668773	1	6	2	0	6	3
spinalcord_1340	1836.8489208633105	4061.60431654676	9.90647482014388	STARmap_plus	spinalcord	7	4	4	5	1.36175610545786	5	4	4	5	5	3
spinalcord_1341	2320.5161290322603	3980.6	15.9161290322581	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_1342	2428.33663366337	4100.51485148515	15.1485148514851	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1343	2455.41692789969	3300.28526645768	15.2068965517241	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1344	1573.16379310345	3522.4568965517205	14.8793103448276	STARmap_plus	spinalcord	7	4	4	4	1.14655930074341	1	2	4	0	7	3
spinalcord_1345	1777.9012345679	3095.2037037037	12.7716049382716	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1346	1509.63636363636	3424.6694214876	14.2892561983471	STARmap_plus	spinalcord	7	6	0	4	1.02593893536748	1	2	2	0	7	3
spinalcord_1347	2260.95673076923	3510.5576923076896	14.6778846153846	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1348	2559.2959183673497	3277.56462585034	13.8231292517007	STARmap_plus	spinalcord	7	6	0	4	1.33910018423228	1	6	1	0	6	2
spinalcord_1349	1828.01948051948	2783.11688311688	14.288961038961	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1350	2485.78057553957	2939.5	14.3237410071942	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_1351	1468.81739130435	3509.81739130435	17.9304347826087	STARmap_plus	spinalcord	7	4	4	4	1.14655930074341	1	2	4	0	7	3
spinalcord_1352	2665.36440677966	2895.1610169491496	16.8474576271186	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1353	1434.09333333333	2863.38666666667	9.41333333333333	STARmap_plus	spinalcord	7	4	4	4	1.2475491601766	5	2	4	0	7	3
spinalcord_1354	2352.11226611227	3412.0415800415803	16.191268191268197	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1355	2507.73553719008	3966.29752066116	16.2644628099174	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_1356	1432.23699421965	3360.15606936416	17.757225433526003	STARmap_plus	spinalcord	7	6	0	4	1.22357565413896	1	2	2	0	7	2
spinalcord_1357	2644.5771812080498	3175.51006711409	18.9026845637584	STARmap_plus	spinalcord	7	6	0	4	1.33910018423228	1	6	1	0	6	2
spinalcord_1358	1667.1	3592.2466666666705	11.9533333333333	STARmap_plus	spinalcord	7	6	0	4	1.30059200753451	1	2	2	0	6	3
spinalcord_1359	1778.7668161435	3859.45291479821	13.5291479820628	STARmap_plus	spinalcord	7	4	0	4	1.14580918187524	1	2	2	0	5	3
spinalcord_1360	1546.95964125561	3725.829596412561	17.1121076233184	STARmap_plus	spinalcord	7	6	0	4	1.02593893536748	1	2	2	0	7	3
spinalcord_1361	2740.79746835443	3505.9113924050603	13.493670886076	STARmap_plus	spinalcord	7	6	0	4	1.52220223234363	1	2	2	4	6	2
spinalcord_1362	2226.59154929577	3970.3661971831	13.6901408450704	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_1363	1715.1497326203198	3838.77005347594	14.299465240641698	STARmap_plus	spinalcord	7	4	0	4	1.14580918187524	1	2	2	0	5	3
spinalcord_1364	2090.7203389830497	2972.19491525424	19.364406779661	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1365	1747.23348017621	2985.3259911894297	12.6607929515419	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1366	1531.9172661870498	3801.1834532374105	14.6402877697842	STARmap_plus	spinalcord	7	4	4	4	1.14655930074341	1	2	4	0	7	3
spinalcord_1367	1703.0088105726902	4018.46255506608	15.2334801762115	STARmap_plus	spinalcord	7	4	4	4	1.36175610545786	5	4	4	5	5	3
spinalcord_1368	2654.77173913043	3247.85869565217	13.5108695652174	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_1369	1944.59375	3654.526041666671	18.0520833333333	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1370	2005.96929824561	3437.88157894737	15.640350877193	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1371	2596.53846153846	3340.0961538461497	15.25	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1372	1760.9114754098398	3248.39344262295	18.5606557377049	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1373	1464.84375	3146.6160714285697	14.924107142857098	STARmap_plus	spinalcord	7	6	0	4	1.02593893536748	1	2	2	0	7	3
spinalcord_1374	2207.51308900524	2891.732984293189	10.4659685863874	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_1375	2419.83253588517	3602.9832535885207	13.2655502392345	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1376	1753.0287769784195	3534.6330935251794	11.366906474820098	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1377	1642.5046728972	3536.1588785046706	16.5140186915888	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_1378	2649.97058823529	3321.40196078431	13.2745098039216	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1379	2680.3475935828897	3813.8770053475896	13.6951871657754	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1380	2433.5394736842104	3014.63157894737	14.651315789473696	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1381	2678.47663551402	3496.1121495327097	10.3271028037383	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_1382	1626.76765375854	4092.6104783599103	10.8838268792711	STARmap_plus	spinalcord	7	4	4	1	1.36175610545786	5	4	4	5	5	3
spinalcord_1383	2338.92125984252	3650.81102362205	14.7244094488189	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1384	1553.54777070064	2889.2547770700603	12.668789808917198	STARmap_plus	spinalcord	7	4	0	4	1.39214303159018	1	2	4	0	6	3
spinalcord_1385	2610.0641025641	3474.1666666666697	15.1410256410256	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1386	1928.6516393442605	3390.54098360656	17.75	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1387	2105.72881355932	3541.0101694915297	14.3559322033898	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_1388	1877.04761904762	3020.6111111111104	17.0952380952381	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1389	2072.4531835206	3312.6629213483097	13.986891385767802	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1390	1549.16593886463	4022.61572052402	18.6200873362445	STARmap_plus	spinalcord	7	4	4	4	1.40026428215563	5	4	4	0	5	3
spinalcord_1391	1524.82352941176	3623.37254901961	21.18627450980389	STARmap_plus	spinalcord	7	4	4	4	1.14655930074341	1	2	4	3	7	3
spinalcord_1392	2275.28282828283	2985.17171717172	15.5050505050505	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_1393	1853.84705882353	3806.741176470589	17.6294117647059	STARmap_plus	spinalcord	7	6	0	4	1.30059200753451	1	2	2	0	6	3
spinalcord_1394	2730.06565656566	4040.3585858585902	11.6464646464646	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1395	2049.07894736842	4113.1052631579	14.2894736842105	STARmap_plus	spinalcord	7	6	4	4	1.10295528876303	1	2	2	1	7	3
spinalcord_1396	2431.07272727273	3720.16363636364	11.4545454545455	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1397	1501.08724832215	2971.02013422819	10.5167785234899	STARmap_plus	spinalcord	7	4	0	4	1.39214303159018	1	2	4	0	6	3
spinalcord_1398	2135.88687782805	3748.407239819	13.619909502262402	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1399	1835.23469387755	3993.85204081633	7.903061224489799	STARmap_plus	spinalcord	7	4	4	7	1.36175610545786	5	4	4	5	5	3
spinalcord_1400	1982.75	3793.4423076923104	13.3317307692308	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1401	1565.69090909091	3942.6272727272703	17.5454545454545	STARmap_plus	spinalcord	7	4	4	1	1.2316969047044	5	2	4	0	5	3
spinalcord_1402	1682.04210526316	3059.71578947368	16.9157894736842	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_1403	2078.8256880733898	3427.55963302752	15.009174311926598	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1404	1801.3691588785	3314.92990654206	14.4859813084112	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1405	1880.56	3692.62	15.15	STARmap_plus	spinalcord	7	6	0	4	1.05500827668773	1	6	2	0	6	3
spinalcord_1406	2603.83529411765	3931.87058823529	20.2117647058824	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1407	1705.83480825959	3332.16814159292	17.5722713864307	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1408	1871.675	3942.5916666666703	10.7333333333333	STARmap_plus	spinalcord	7	4	4	4	1.2479687754025	1	2	4	0	5	3
spinalcord_1409	2032.8036809816	3877.69938650307	14.1104294478528	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1410	1840.6788990825696	3422.44036697248	15.4678899082569	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1411	1833.64705882353	3052.39705882353	14.6176470588235	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1412	2111.36842105263	4083.35789473684	16.1789473684211	STARmap_plus	spinalcord	7	6	0	4	1.22357565413896	1	2	2	0	7	2
spinalcord_1413	1662.25396825397	3843.87301587302	12.8730158730159	STARmap_plus	spinalcord	7	4	4	4	1.25189487659104	1	2	2	3	5	3
spinalcord_1414	1808.68018018018	3695.18468468468	13.472972972973	STARmap_plus	spinalcord	7	6	0	4	1.05500827668773	1	6	2	0	6	3
spinalcord_1415	1975.5308641975305	3730.87654320988	11.2345679012346	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1416	2576.17543859649	3729.4824561403498	11.6228070175439	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1417	1464.3082437276	3637.55197132616	19.7813620071685	STARmap_plus	spinalcord	7	4	4	4	1.14655930074341	1	2	4	0	7	3
spinalcord_1418	1685.264604811	2770.20618556701	12.9450171821306	STARmap_plus	spinalcord	7	6	0	4	1.05500827668773	1	6	2	0	6	3
spinalcord_1419	2767.3005780346803	3294.2658959537603	10.2196531791908	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_1420	2391.98888888889	3884.7	15.6333333333333	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1421	1576.83333333333	3612.73765432099	14.5617283950617	STARmap_plus	spinalcord	7	6	0	4	1.02593893536748	1	2	2	0	7	3
spinalcord_1422	2717.97297297297	3172.86486486487	18.8378378378378	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1423	2226.87272727273	3442.92727272727	13.3727272727273	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1424	2243.6048387096803	3844.9919354838703	13.7338709677419	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1425	1920.6111111111104	2908.5138888888896	15.4027777777778	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_1426	2638.27160493827	3029.85185185185	16.2592592592593	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1427	2576.80582524272	3881.33009708738	13.446601941747598	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_1428	2710.36923076923	3044.49230769231	13.292307692307698	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_1429	2411.38775510204	2942.0816326530603	18.530612244898	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1430	2175.8024691358	3136.95061728395	13.4567901234568	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1431	2012.20437956204	3681.7372262773706	18.3868613138686	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1432	1530.59541984733	3891.02290076336	12.045801526717598	STARmap_plus	spinalcord	7	4	4	3	1.13244424530917	5	2	4	5	5	3
spinalcord_1433	2662.00621118012	3380.3105590062105	14.9316770186335	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_1434	1973.2111111111103	2875.07222222222	9.65555555555556	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_1435	1553.54395604396	2978.6318681318703	8.85714285714286	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_1436	1856.55974842767	3213.16352201258	13.081761006289302	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1437	1430.85416666667	3417.2083333333303	18.21875	STARmap_plus	spinalcord	7	4	4	4	1.14655930074341	1	2	4	0	7	3
spinalcord_1438	2113.64480874317	3642.98907103825	13.349726775956302	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1439	1937.2100840336104	3898.21008403361	17.7226890756303	STARmap_plus	spinalcord	7	6	0	4	1.05500827668773	1	6	2	0	6	3
spinalcord_1440	2237.44036697248	3712.99082568807	10.8440366972477	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1441	2131.2375	3807.375	18.3375	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1442	2598.82222222222	3396.54444444444	16.4777777777778	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_1443	2163.10738255034	3466.2214765100703	17.758389261745	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1444	2141.3958333333303	3700.822916666671	10.6354166666667	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1445	2716.94285714286	3369.02857142857	11.4285714285714	STARmap_plus	spinalcord	7	6	0	4	1.44518587894808	1	2	2	0	6	2
spinalcord_1446	2520.6956521739103	3780.666666666671	15.9275362318841	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1447	1705.94318181818	2915.73484848485	12.6969696969697	STARmap_plus	spinalcord	7	6	0	4	1.05500827668773	1	6	2	0	6	3
spinalcord_1448	1477.74444444444	4077.266666666672	12.733333333333302	STARmap_plus	spinalcord	7	4	4	1	1.40026428215563	5	4	4	0	5	3
spinalcord_1449	2089.76371308017	3369.0464135021098	12.7763713080169	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
spinalcord_1450	1536.5	3673.76470588235	19.1470588235294	STARmap_plus	spinalcord	7	4	4	4	1.14655930074341	1	2	4	0	7	3
spinalcord_1451	2624.28104575163	3769.39869281046	13.7908496732026	STARmap_plus	spinalcord	7	6	0	4	1.2475491601766	1	6	2	0	6	2
