	x	y	z	data	sample	cluster_number	consensus_lca	consensus_weighted	consensus_kmode	cross_method_entropy	BANKSY_config_default_label	STAGATE_config_default_label	SCAN-IT_config_default_label	scanpy_config_default_label	bass_config_default_label	CellCharter_config_default_label
spinalcord_0	1244.00771208226	1334.5501285347	10.1233933161954	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_1	940.963114754098	1395.93852459016	7.327868852459019	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_2	1334.77	618.33	9.37	STARmap_plus	spinalcord	7	2	1	5	1.22357565413896	2	1	0	1	1	1
spinalcord_3	1324.98275862069	1408.18965517241	9.74137931034483	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_4	1189.63865546218	1300.50420168067	7.831932773109241	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_5	1374.70391061453	1272.50837988827	9.79329608938547	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_6	1390.9072847682098	1351.03973509934	10.549668874172198	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_7	2349.4261682243	1072.36635514019	12.297196261682195	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_8	1924.92012779553	576.274760383387	18.9968051118211	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_9	2628.7263681592003	1292.11194029851	14.3134328358209	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_10	2068.61891515994	1078.27538247566	13.0445062586926	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_11	1980.3753056234696	971.541564792176	10.8520782396088	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_12	2440.30362116992	1261.30919220056	13.0696378830084	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_13	2203.044397463	1084.49682875264	12.2325581395349	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_14	2623.89447236181	1054.24120603015	13.3316582914573	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_15	2123.57534246575	824.117199391172	13.6316590563166	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_16	2536.13851351351	868.570945945946	11.5236486486486	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_17	2405.10062893082	900.232704402516	13.2138364779874	STARmap_plus	spinalcord	7	2	1	5	1.2475491601766	2	1	0	3	1	4
spinalcord_18	1788.7418478260895	1085.01086956522	11.8505434782609	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_19	1779.02380952381	1377.97619047619	13.125	STARmap_plus	spinalcord	7	2	1	7	1.13202463008328	2	1	0	1	2	4
spinalcord_20	2314.29503916449	1219.24020887728	11.6762402088773	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_21	1621.22321428571	1388.97767857143	11.9955357142857	STARmap_plus	spinalcord	7	2	1	7	1.13202463008328	2	1	0	1	2	4
spinalcord_22	2537.7741046832	1173.82093663912	14.429752066115698	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_23	2668.1947565543105	912.970037453184	11.1161048689139	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_24	2689.07121661721	1209.3056379822	14.4183976261128	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_25	2592.98013245033	1392.62251655629	12.3774834437086	STARmap_plus	spinalcord	7	2	1	5	1.2475491601766	2	1	0	3	1	4
spinalcord_26	2188.63663663664	1222.51051051051	10.3363363363363	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_27	2559.10380622837	828.235294117647	15.4083044982699	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_28	2654.97321428571	1149.125	13.892857142857098	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_29	2435.79545454545	797.724747474747	13.3156565656566	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_30	2574.4530386740303	979.85635359116	10.7845303867403	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_31	2286.95794392523	851.8598130841119	10.7102803738318	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_32	2530.29824561404	1276.88596491228	11.1140350877193	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_33	2111.8407821229102	1158.48324022346	11.8715083798883	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_34	2195.77777777778	1356.35802469136	12.8518518518519	STARmap_plus	spinalcord	7	2	1	7	1.13202463008328	2	1	0	1	2	4
spinalcord_35	2341.38	880.79	11.16	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_36	2735.0931372549	1011.02450980392	11.6029411764706	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_37	1875.8141025641	1367.8012820512802	12.1923076923077	STARmap_plus	spinalcord	7	2	1	7	1.13202463008328	2	1	0	1	2	4
spinalcord_38	2208.38482384824	838.6775067750681	12.037940379403802	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_39	2451.44104803493	994.947598253275	13.5589519650655	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_40	2683.48044692737	1059.5474860335198	11.877094972067	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_41	1828.0206185567	1359.43298969072	11.2061855670103	STARmap_plus	spinalcord	7	2	1	7	1.13202463008328	2	1	0	1	2	4
spinalcord_42	2360.8870967741896	821.3709677419349	12.508064516129	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_43	2493.05612244898	907.464285714286	12.6734693877551	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_44	2449.45192307692	1166.8846153846198	12.4423076923077	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_45	2450.96721311475	874.3770491803281	12.5737704918033	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_46	1965.2923649906893	904.7281191806328	11.9385474860335	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_47	2413.6277173913	1098.27717391304	10.7961956521739	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_48	3718.98174442191	1188.29411764706	10.2961460446247	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_49	3996.99651567944	1039.02090592335	9.30313588850174	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_50	4039.5	1113.96717171717	10.272727272727302	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_51	3304.40515933232	1267.40364188164	14.2291350531108	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_52	3461.7695473251	1385.60905349794	13.8271604938272	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_53	3614.98828125	630.671875	17.17578125	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_54	3493.27272727273	1265.8233766233802	16.212987012987	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_55	3098.29057591623	1293.0654450261802	19.0890052356021	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_56	3641.2111111111103	1244.58333333333	12.05	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_57	3564.06870229008	1175.42239185751	15.0687022900763	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_58	3508.7950310559004	459.267080745342	12.2049689440994	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_59	3248.7	1054.2666666666698	9.73333333333333	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_60	3460.98	1166.08666666667	14.503333333333302	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_61	3861.7620817843895	1241.1561338289998	9.1449814126394	STARmap_plus	spinalcord	7	2	1	5	1.2475491601766	2	1	0	3	1	4
spinalcord_62	2832.68927789934	356.013129102845	15.2275711159737	STARmap_plus	spinalcord	7	2	1	5	1.22357565413896	2	1	0	1	1	1
spinalcord_63	3519.4405940594106	641.8910891089109	15.1980198019802	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_64	3165.93023255814	986.53488372093	16.5290697674419	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_65	3546.9150579150605	1006.43629343629	14.5675675675676	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_66	2804.27272727273	1332.9431818181802	12.3219696969697	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_67	3777.67736185383	1086.88948306595	10.078431372549	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_68	3033.3555555555604	1196.70222222222	16.9333333333333	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_69	3630.43795620438	1341.70437956204	13.1970802919708	STARmap_plus	spinalcord	7	2	1	7	1.13202463008328	2	1	0	1	2	4
spinalcord_70	3154.6300578034698	1225.17341040462	16.936416184971097	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_71	3237.32179930796	1377.63667820069	14.2525951557093	STARmap_plus	spinalcord	7	2	1	5	1.2475491601766	2	1	0	3	1	4
spinalcord_72	3571.72872340426	389.78723404255305	12.6436170212766	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_73	3454.35761589404	951.039735099338	13.1456953642384	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_74	2894.69655172414	1328.40689655172	15.048275862069	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_75	3359.1650485436894	1194.05825242718	14.8009708737864	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_76	3546.9683257918605	580.153846153846	12.8280542986425	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_77	3896.75	1065.7091346153802	11.048076923076902	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_78	3602.8375286041205	700.6064073226539	14.6979405034325	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_79	3088.2140000000004	967.782	14.126	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_80	3546.2405063291103	1343.03797468354	13.7088607594937	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_81	2844.9777777777804	1176.30158730159	11.790476190476198	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_82	2996.3892215568894	1143.94011976048	17.251497005988	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_83	3619.4455128205104	1136.48076923077	12.3237179487179	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_84	3111.10594315245	1370.0	15.5064599483204	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_85	3291.59259259259	1165.75925925926	17.907407407407398	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_86	3949.178403755872	1142.46009389671	11.9483568075117	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_87	3579.7672413793102	1247.93103448276	15.1896551724138	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_88	3974.01398601399	1229.6993006993	10.0979020979021	STARmap_plus	spinalcord	7	2	1	6	1.22357565413896	2	1	0	1	1	1
spinalcord_89	2927.15789473684	374.352226720648	14.809716599190304	STARmap_plus	spinalcord	7	2	1	5	1.10295528876303	2	1	0	1	1	5
spinalcord_90	3063.29646017699	1112.35398230089	19.5442477876106	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_91	3267.87391304348	963.4565217391302	18.9913043478261	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_92	3581.3259259259294	545.718518518519	16.9111111111111	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_93	3056.14285714286	1344.06493506494	17.3961038961039	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_94	3570.5815602836897	420.056737588652	18.8368794326241	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_95	2782.37190082645	1016.33884297521	10.0	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_96	3619.3913043478296	590.130434782609	19.8260869565217	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_97	3433.52	1229.76	14.26	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_98	4248.17710583153	1328.70194384449	9.22894168466523	STARmap_plus	spinalcord	7	2	1	5	1.10295528876303	2	1	0	1	1	5
spinalcord_99	4719.59930313589	1239.21951219512	9.602787456445991	STARmap_plus	spinalcord	7	2	1	5	1.10295528876303	2	1	0	1	1	5
spinalcord_100	4116.30074074074	1333.49037037037	10.1303703703704	STARmap_plus	spinalcord	7	2	1	5	1.22357565413896	2	1	0	1	1	1
spinalcord_101	5343.65789473684	1387.45065789474	7.16118421052632	STARmap_plus	spinalcord	7	3	2	2	1.40667770225031	4	5	5	2	3	5
spinalcord_102	4153.75843454791	1090.94601889339	10.1821862348178	STARmap_plus	spinalcord	7	2	1	5	1.10295528876303	2	1	0	1	1	5
spinalcord_103	5199.01175088132	1396.2150411280802	10.392479435957698	STARmap_plus	spinalcord	7	3	2	2	1.40667770225031	4	5	5	2	3	5
spinalcord_104	4768.179211469529	1087.5376344086	11.3548387096774	STARmap_plus	spinalcord	7	2	1	5	1.10295528876303	2	1	0	1	1	5
spinalcord_105	5216.49700598802	1177.04790419162	8.6377245508982	STARmap_plus	spinalcord	7	3	6	5	1.26208383083673	4	1	5	1	1	5
spinalcord_106	4347.047670639221	1253.5828819068302	10.0281690140845	STARmap_plus	spinalcord	7	2	1	5	1.10295528876303	2	1	0	1	1	5
spinalcord_107	4845.43918918919	1114.73423423423	11.454954954955	STARmap_plus	spinalcord	7	2	1	5	1.10295528876303	2	1	0	1	1	5
spinalcord_108	4569.250626566421	1162.3984962406	10.5563909774436	STARmap_plus	spinalcord	7	2	1	5	1.10295528876303	2	1	0	1	1	5
spinalcord_109	4963.90681003584	1216.6164874552	7.204301075268821	STARmap_plus	spinalcord	7	2	1	5	1.10295528876303	2	1	0	1	1	5
spinalcord_110	4399.79381443299	1130.4587628866	10.613402061855698	STARmap_plus	spinalcord	7	2	1	5	1.10295528876303	2	1	0	1	1	5
spinalcord_111	4750.45247933884	1331.85950413223	7.61363636363636	STARmap_plus	spinalcord	7	2	1	5	1.10295528876303	2	1	0	1	1	5
spinalcord_112	4959.43990384615	1376.86538461538	8.76923076923077	STARmap_plus	spinalcord	7	3	6	5	1.26208383083673	4	1	5	1	1	5
spinalcord_113	4502.44660194175	1117.2669902912598	10.0145631067961	STARmap_plus	spinalcord	7	2	1	5	1.10295528876303	2	1	0	1	1	5
spinalcord_114	5325.21897810219	1245.11313868613	9.12043795620438	STARmap_plus	spinalcord	7	3	6	5	1.26208383083673	4	1	5	1	1	5
spinalcord_115	5196.14615384615	1285.1346153846198	9.01923076923077	STARmap_plus	spinalcord	7	3	6	5	1.30059200753451	4	1	5	0	1	5
spinalcord_116	5417.65664160401	1273.85463659148	8.418546365914791	STARmap_plus	spinalcord	7	3	2	2	1.32966134885476	4	1	5	2	3	5
spinalcord_117	4419.92821782178	1044.89851485149	9.91584158415842	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_118	4278.76268115942	1100.39130434783	8.90760869565217	STARmap_plus	spinalcord	7	2	1	5	1.10295528876303	2	1	0	1	1	5
spinalcord_119	4612.626760563379	1254.93309859155	9.16549295774648	STARmap_plus	spinalcord	7	2	1	5	1.10295528876303	2	1	0	1	1	5
spinalcord_120	5329.5698924731205	1174.15591397849	12.2849462365591	STARmap_plus	spinalcord	7	3	6	5	1.26208383083673	4	1	5	1	1	5
spinalcord_121	4325.52095808383	1151.34131736527	9.79640718562874	STARmap_plus	spinalcord	7	2	1	5	1.10295528876303	2	1	0	1	1	5
spinalcord_122	5103.24752475248	1179.39603960396	9.98349834983498	STARmap_plus	spinalcord	7	3	6	5	1.26208383083673	4	1	5	1	1	5
spinalcord_123	5421.90842490843	1359.84981684982	7.6117216117216095	STARmap_plus	spinalcord	7	3	2	2	1.40667770225031	4	5	5	2	3	5
spinalcord_124	5278.088888888889	1337.31111111111	9.08888888888889	STARmap_plus	spinalcord	7	3	6	2	1.31512667819463	4	1	5	1	3	5
spinalcord_125	6419.21880650995	1408.4629294755898	9.84448462929476	STARmap_plus	spinalcord	7	3	6	2	1.31512667819463	4	1	5	1	3	5
spinalcord_126	5904.437751004019	1338.98995983936	7.36345381526104	STARmap_plus	spinalcord	7	3	2	2	1.26208383083673	4	5	3	2	3	5
spinalcord_127	6068.4679054054	1282.1182432432402	10.3125	STARmap_plus	spinalcord	7	3	2	2	1.31512667819463	4	5	3	4	3	5
spinalcord_128	6188.584821428571	1314.34598214286	11.34375	STARmap_plus	spinalcord	7	3	2	2	1.26208383083673	4	5	3	2	3	5
spinalcord_129	6280.261682242989	1403.06230529595	9.28971962616822	STARmap_plus	spinalcord	7	3	2	2	1.48369405564586	4	5	3	0	3	5
spinalcord_130	5569.37047756874	1336.6497829233	11.9204052098408	STARmap_plus	spinalcord	7	3	2	2	1.40667770225031	4	5	5	2	3	5
spinalcord_131	5821.81233243968	1218.51474530831	7.777479892761391	STARmap_plus	spinalcord	7	3	6	5	1.26208383083673	4	1	5	1	1	5
spinalcord_132	5700.16355140187	1272.27570093458	8.63084112149533	STARmap_plus	spinalcord	7	3	2	2	1.36816952555253	4	5	5	1	1	5
spinalcord_133	6469.31666666667	1299.27083333333	6.216666666666669	STARmap_plus	spinalcord	7	3	6	2	1.31512667819463	4	1	5	1	3	5
spinalcord_134	5668.589312977099	1365.45038167939	9.33435114503817	STARmap_plus	spinalcord	7	3	2	2	1.26208383083673	4	5	3	2	3	5
spinalcord_135	5582.84162895928	1169.80090497738	8.60633484162896	STARmap_plus	spinalcord	7	3	6	5	1.26208383083673	4	1	5	1	1	5
spinalcord_136	5995.208556149731	1219.22192513369	7.991978609625669	STARmap_plus	spinalcord	7	3	6	5	1.26208383083673	4	1	5	1	1	5
spinalcord_137	5639.71428571429	1247.46984126984	7.08253968253968	STARmap_plus	spinalcord	7	3	2	2	1.36816952555253	4	5	5	1	1	5
spinalcord_138	6307.33974358974	1264.62179487179	7.10897435897436	STARmap_plus	spinalcord	7	3	2	2	1.32966134885476	4	2	5	1	3	5
spinalcord_139	5510.40331491713	1248.39226519337	10.6740331491713	STARmap_plus	spinalcord	7	3	6	5	1.26208383083673	4	1	5	1	1	5
spinalcord_140	5503.12589928058	1415.87410071942	7.93705035971223	STARmap_plus	spinalcord	7	3	2	2	1.26208383083673	4	5	3	2	3	5
spinalcord_141	6170.9886039886	1420.4301994302	10.9287749287749	STARmap_plus	spinalcord	7	3	2	2	1.26208383083673	4	5	3	2	3	5
spinalcord_142	5894.50303030303	1262.3515151515198	6.95151515151515	STARmap_plus	spinalcord	7	3	6	5	1.26208383083673	4	1	5	1	1	5
spinalcord_143	6062.71647509579	1346.94252873563	10.5900383141762	STARmap_plus	spinalcord	7	3	2	2	1.27152266621425	4	5	3	1	3	5
spinalcord_144	6143.87356321839	1243.79310344828	13.0890804597701	STARmap_plus	spinalcord	7	3	2	2	1.32966134885476	4	2	5	1	3	5
spinalcord_145	6298.27184466019	1352.49029126214	7.99514563106796	STARmap_plus	spinalcord	7	3	2	2	1.40667770225031	4	5	5	2	3	5
spinalcord_146	6001.028409090911	1331.28409090909	7.46590909090909	STARmap_plus	spinalcord	7	3	2	2	1.27152266621425	4	5	3	1	3	5
spinalcord_147	6132.472392638039	1300.63803680982	15.1165644171779	STARmap_plus	spinalcord	7	3	2	2	1.26208383083673	4	5	3	2	3	5
spinalcord_148	1114.6804123711302	1656.7912371134	11.3659793814433	STARmap_plus	spinalcord	7	2	1	7	1.13202463008328	2	1	0	1	2	4
spinalcord_149	969.521186440678	1691.48728813559	10.9364406779661	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_150	1164.62269129288	1869.5250659630603	11.4643799472296	STARmap_plus	spinalcord	7	2	1	7	1.13202463008328	2	1	0	1	2	4
spinalcord_151	779.114391143911	1869.13284132841	9.32841328413284	STARmap_plus	spinalcord	7	2	1	7	1.13202463008328	2	1	0	1	2	4
spinalcord_152	1339.12755102041	2343.0459183673497	12.4107142857143	STARmap_plus	spinalcord	7	2	1	6	1.05500827668773	2	1	0	1	2	1
spinalcord_153	1298.76595744681	1732.6063829787197	12.6542553191489	STARmap_plus	spinalcord	7	2	1	7	1.13202463008328	2	1	0	1	2	4
spinalcord_154	1229.77521613833	2739.00864553314	12.806916426513	STARmap_plus	spinalcord	7	4	4	6	1.13244424530917	5	2	4	5	5	3
spinalcord_155	543.5517241379309	2441.84827586207	10.7448275862069	STARmap_plus	spinalcord	7	2	1	6	1.05500827668773	2	1	0	1	2	1
spinalcord_156	1175.29189189189	2116.93513513514	14.3135135135135	STARmap_plus	spinalcord	7	5	1	6	1.15599813612093	2	1	0	0	2	1
spinalcord_157	883.84	1628.4933333333302	11.5333333333333	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_158	926.293706293706	2405.27972027972	14.2692307692308	STARmap_plus	spinalcord	7	2	1	7	1.13202463008328	2	1	0	1	2	4
spinalcord_159	885.7394957983189	2013.86554621849	12.151260504201698	STARmap_plus	spinalcord	7	2	1	7	1.13202463008328	2	1	0	1	2	4
spinalcord_160	1143.1483516483502	2612.76373626374	11.6263736263736	STARmap_plus	spinalcord	7	4	4	6	1.24623157536453	5	2	4	1	5	3
spinalcord_161	607.7111913357401	2096.74368231047	9.88808664259928	STARmap_plus	spinalcord	7	2	1	7	1.13202463008328	2	1	0	1	2	4
spinalcord_162	365.525581395349	2237.61860465116	8.176744186046509	STARmap_plus	spinalcord	7	2	1	7	1.13202463008328	2	1	0	1	2	4
spinalcord_163	1234.01886792453	1639.65283018868	12.1358490566038	STARmap_plus	spinalcord	7	2	1	7	1.13202463008328	2	1	0	1	2	4
spinalcord_164	983.908256880734	2303.77981651376	15.146788990825698	STARmap_plus	spinalcord	7	2	1	6	1.05500827668773	2	1	0	1	2	1
spinalcord_165	481.33522727272697	2403.3125	11.9545454545455	STARmap_plus	spinalcord	7	2	1	7	1.13202463008328	2	1	0	1	2	4
spinalcord_166	1245.69620253165	2604.93670886076	12.0	STARmap_plus	spinalcord	7	4	4	1	1.2316969047044	5	2	4	0	5	3
spinalcord_167	1361.56285714286	1866.64285714286	12.6257142857143	STARmap_plus	spinalcord	7	2	1	7	1.13202463008328	2	1	0	1	2	4
spinalcord_168	920.068965517241	2761.90229885057	12.2758620689655	STARmap_plus	spinalcord	7	4	4	1	1.2316969047044	5	2	4	0	5	3
spinalcord_169	575.757925072046	1966.70317002882	10.5561959654179	STARmap_plus	spinalcord	7	2	1	7	1.13202463008328	2	1	0	1	2	4
spinalcord_170	722.794392523365	2302.28504672897	11.4252336448598	STARmap_plus	spinalcord	7	2	1	7	1.23301448951648	2	1	0	4	2	4
spinalcord_171	502.92134831460703	2111.86516853933	10.1412520064205	STARmap_plus	spinalcord	7	2	1	7	1.13202463008328	2	1	0	1	2	4
spinalcord_172	831.2985074626871	2673.2288557213897	14.3432835820896	STARmap_plus	spinalcord	7	5	4	6	1.19232012798765	5	2	0	1	5	1
spinalcord_173	809.6400966183569	2099.75603864734	11.304347826087	STARmap_plus	spinalcord	7	2	1	7	1.13202463008328	2	1	0	1	2	4
spinalcord_174	1015.70402298851	2506.9827586206898	14.0948275862069	STARmap_plus	spinalcord	7	2	1	6	1.05500827668773	2	1	0	1	2	1
spinalcord_175	1101.89552238806	2041.99004975124	12.5721393034826	STARmap_plus	spinalcord	7	2	1	7	1.13202463008328	2	1	0	1	2	4
spinalcord_176	727.69436997319	2495.96514745308	12.8632707774799	STARmap_plus	spinalcord	7	2	1	6	1.05500827668773	2	1	0	1	2	1
spinalcord_177	1294.19945355191	2184.79508196721	13.4781420765027	STARmap_plus	spinalcord	7	5	1	6	1.15599813612093	2	1	0	0	2	1
spinalcord_178	867.825174825175	2517.55244755245	12.048951048951	STARmap_plus	spinalcord	7	2	1	6	1.05500827668773	2	1	0	1	2	1
spinalcord_179	1301.0404624277498	1887.15028901734	14.3410404624277	STARmap_plus	spinalcord	7	2	1	7	1.13202463008328	2	1	0	1	2	4
spinalcord_180	1400.0066666666698	2511.52666666667	12.493333333333302	STARmap_plus	spinalcord	7	2	1	6	1.05500827668773	2	1	0	1	2	1
spinalcord_181	1014.90476190476	2145.33862433862	11.402116402116402	STARmap_plus	spinalcord	7	2	1	6	1.05500827668773	2	1	0	1	2	1
spinalcord_182	836.582491582492	2196.6397306397303	12.969696969697	STARmap_plus	spinalcord	7	2	1	7	1.13202463008328	2	1	0	1	2	4
spinalcord_183	599.329787234043	2320.04787234043	10.6436170212766	STARmap_plus	spinalcord	7	2	1	7	1.13202463008328	2	1	0	1	2	4
spinalcord_184	570.517482517483	2622.1538461538503	9.21678321678322	STARmap_plus	spinalcord	7	2	1	6	1.05500827668773	2	1	0	1	2	1
spinalcord_185	1296.12380952381	1449.90476190476	9.43809523809524	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
spinalcord_186	1408.29885057471	1664.70689655172	9.64942528735632	STARmap_plus	spinalcord	7	2	1	7	1.13202463008328	2	1	0	1	2	4
spinalcord_187	801.598455598456	1737.0424710424695	9.428571428571429	STARmap_plus	spinalcord	7	2	1	5	1.30059200753451	2	1	0	1	1	4
