	x	y	z	data	sample	cluster_number	consensus_lca	consensus_weighted	consensus_kmode	cross_method_entropy	SEDR_config_default_label	BANKSY_config_default_label	SpaceFlow_config_default_label	precast_config_default_label	CellCharter_config_default_label	seurat_config_default_label
1019171907102290164-1	5112.335659288223	-5851.982837160197	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	9	3	7	1.52220223234363	1	3	8	17	3	13
1019171907101590411	2993.352827665729	-5903.902401053661	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907103210492	8015.312882491269	-6053.586530224191	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101380538	2881.564667463645	-5408.029123305258	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101590257	2993.108331083387	-5797.529941405789	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101380556	2947.905217214822	-5357.094027704143	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101370743	2792.390193348045	-5649.881408957176	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101600030	2919.082565018846	-5588.779968757405	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907103200082	7616.2113845754175	-6088.14347835304	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	15	6
1019171907103220119	8009.574253484989	-5617.5100625746345	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.67623493913473	8	9	4	17	15	13
1019171907102260143-1	4012.827875596629	-6786.661991026851	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.79175946922805	8	9	4	14	13	6
1019171907101380599	3123.2622763442287	-5238.3361078195085	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907103210209	8109.222287349361	-5756.907697503965	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101600071	3045.789695153992	-5525.026743592621	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907102260390-1	4272.948362033218	-6853.734761451337	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.79175946922805	8	9	4	14	13	6
1019171907101370791	2830.037241366787	-5671.482129988544	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907102510073	5381.687868756303	-6166.597835172057	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	9	3	7	1.56071040904141	1	3	3	17	3	13
1019171907101590539	3120.713611458444	-5967.352967637026	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101380539	2977.8539329141586	-5297.707812894926	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907102490106	4591.598225054225	-6903.850965539682	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.79175946922805	8	9	4	14	13	6
1019171907101590333	3059.932703734248	-5820.315469829611	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101590248-1	3053.1438774826947	-5739.472678383819	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101600081-1	2981.072499097132	-5603.073517104178	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101380723	2898.922091926057	-5599.984277837874	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101590142-1	2966.413470933568	-5688.600817717884	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907103210272	8015.955307954066	-6008.559118262409	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101380641	3057.0846629879	-5338.786874287268	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101600142-1	3030.771579214942	-5627.603421633729	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101600150-1	3057.958109140634	-5597.449261419666	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907201590394	3125.652775862492	-5846.753977685991	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101600291-1	3093.6790510644487	-5758.618886509156	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907103210268	7989.842386733025	-6021.3497954027125	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101380305	2903.9077393245234	-5194.232071815417	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	16	11	1.43065120828796	8	17	4	17	14	13
1019171907101590269-1	2896.109461056078	-5917.843633393589	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101810289	3342.5556924238062	-6249.12214317708	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	8	11	1.67623493913473	8	9	14	17	15	13
1019171907103210382	7978.032387556769	-6054.33961975756	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101590409	3108.587795365457	-5856.594429557621	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101590402-1	3059.190790830121	-5879.960126867965	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101370614	2815.424782050879	-5507.880553259895	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101590048-1	2797.252933181946	-5667.9252462243085	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101600068	3052.2756708892725	-5510.143508620587	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101370718	2830.2038082053823	-5593.759082158816	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101370728	2827.7855702055563	-5612.898268792417	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101590247-1	3040.324687357895	-5747.815201701237	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101380597	3048.4247666715864	-5273.195270476925	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907103220159	8212.95608461327	-5611.058563301071	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.52220223234363	8	17	4	17	15	13
1019171907103210325	8045.632343694067	-5981.987781266999	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101380621	2886.885854935925	-5489.363677914658	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101590496-1	3103.5329972590243	-5939.3134743547125	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101590122-1	2927.9456351477843	-5691.529852212762	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907103210449	8008.185062991979	-6043.183374943505	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907102990621	7976.5960221076975	-5582.41941712946	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	15	6
1019171907102260098-1	4140.71477138652	-6636.568743498554	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	13	6
1019171907102960395	6679.489641299715	-6719.264884094102	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	13	6
1019171907102960413	6652.787041725841	-6767.37438462451	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.79175946922805	8	9	4	14	13	6
1019171907102260061-1	4115.055350512016	-6615.790902323076	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	13	6
1019171907102960430	6711.51602863553	-6719.8761461566	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.79175946922805	8	9	4	14	13	6
1019171907102490173	4782.175114345572	-6772.883880375609	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.79175946922805	8	9	4	14	13	6
1019171907102990479	7930.53218828954	-5564.817261841231	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	15	6
1019171907102960264	6507.954711522299	-6733.854209925984	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.79175946922805	8	9	4	14	13	6
1019171907102040053	3653.57497591928	-6367.016740003684	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	15	6
1019171907101820100	3380.5172206310817	-6057.959390003697	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.44734269421194	8	5	17	12	15	6
1019171907103210172	7766.643288135897	-6004.671783884401	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	15	6
1019171907102960511	6785.825128117441	-6720.497270984899	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	13	6
1019171907103200269	7609.21491067968	-6209.609457590006	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	15	6
1019171907103210183	7826.979515391135	-5973.567088525904	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	15	6
1019171907103210126	7787.782162479865	-5948.532772412891	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	15	6
1019171907102970514	7007.179356832317	-6578.216590646088	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	15	6
1019171907102970492	7004.963940371023	-6550.622394246366	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	15	6
1019171907102040460	3922.836813386284	-6576.389384171651	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	13	6
1019171907103210178	7910.939839901219	-5942.134022367545	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.75325129253028	16	13	14	12	15	6
1019171907103210131	7798.74290148933	-5942.25578288705	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	15	6
1019171907102960323	6650.468397565658	-6667.349188203164	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	13	6
1019171907101810531	3510.618766945913	-6291.2531764385485	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	15	6
1019171907103200293	7679.966355992356	-6164.8274156242605	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	15	6
1019171907103210278	8024.4261657515	-5996.047134931466	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907102960319	6458.445497056852	-6850.664114957115	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.79175946922805	8	9	4	14	13	6
1019171907102260437	4327.9210831037935	-6847.273770097086	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.79175946922805	8	9	4	14	13	6
1019171907101380665	2851.600149183887	-5542.500549860347	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101590644	3242.654346301915	-6019.654596129165	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101590649	3203.7207970860018	-6031.519265212463	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101600253	3067.41712644138	-5718.830297239929	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101380715	2918.787779292145	-5569.946431074153	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907102490053	4688.424144787332	-6732.215609936282	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.79175946922805	8	9	4	14	13	6
1019171907102490153	4738.241035920352	-6794.562610193991	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.79175946922805	8	9	4	14	13	6
1019171907102490184	4771.376957236153	-6795.983628659589	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.79175946922805	8	9	4	14	13	6
1019171907102270421-1	4522.187341577044	-6724.081965879417	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.79175946922805	8	9	4	14	13	6
1019171907102490172	4738.584118429044	-6816.085129059347	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.79175946922805	8	9	4	14	13	6
1019171907102490195	4740.745543555322	-6839.3207778156775	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.79175946922805	8	9	4	14	13	6
1019171907102490131	4826.42538883028	-6673.0856236731	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	14	4	14	4	6
1019171907103210171	7720.541889839499	-6037.066206407842	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	15	6
1019171907101590368	2958.392184971562	-5898.30328448174	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907103210426	8028.697863136278	-6017.1006107549565	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101590431-1	3127.4184416865737	-5869.335125184428	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101380457	2947.737404048773	-5259.439927241574	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101380547	2891.94022317361	-5405.392046965296	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907103210220	8009.179558758362	-5973.659999718916	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101590198-1	2993.796791974304	-5745.348083850827	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101590265-1	3050.7378191158377	-5757.439907503356	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101380594	3094.862802778132	-5242.561500780633	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101590315-1	3068.1306211869382	-5794.893295897909	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101590392-1	3108.2839188801754	-5839.718517720737	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101590291	2891.570298529785	-5933.868043053057	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101590348	3040.199570717507	-5846.583307799554	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101590228	2998.3371805640336	-5769.67798656544	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101590058-1	2789.551468016124	-5698.537679553606	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101380571	2843.062606369477	-5463.535969113975	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101590233	2988.8807927599046	-5783.2267276718885	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907103190069	7251.007310314129	-6435.287034994407	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	15	6
1019171907101590364-1	2985.471647444603	-5880.870155312826	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101590262-1	2970.8930004377303	-5817.462011963015	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907102490079	4579.668935869673	-6877.824963398206	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.79175946922805	8	9	4	14	13	6
1019171907103200406	7682.837652159219	-6262.78544869844	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.54617573838128	16	9	14	17	15	13
1019171907102500144	5127.1065458328	-6597.1533974547865	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	14	1	1.59921858573918	7	14	16	14	4	6
1019171907103000241	8213.981927196923	-5065.83333283094	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	16	14	1.59921858573918	18	17	4	14	14	6
1019171907101590239	2927.4531872635107	-5860.738968223459	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101380513	2946.344201646388	-5327.162981148304	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101380601	3147.86719154954	-5223.141445041184	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101600239-1	3060.4601969573937	-5716.874031133607	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101600320-1	3100.314937136612	-5790.479700170531	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907103210317	8127.223435691384	-5878.406820305395	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101600165-1	3037.2121762169377	-5640.32970467945	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101840364	4566.438981101105	-5308.499746384795	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	4	1	3	1.59921858573918	11	8	8	17	2	13
1019171907103210471	8022.098127784462	-6044.119113444432	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101380566	3130.1599976307143	-5195.791619531847	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907103220142	8242.906375722909	-5585.659449015432	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.52220223234363	8	17	4	17	15	13
1019171907103210357	8001.747830258319	-6036.496079023666	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101590084-1	2782.6847218268053	-5750.443736654087	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101380653	2846.1584189609	-5548.449788859321	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101380632	2997.861125121148	-5397.366024411327	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101380608	3000.331174890779	-5364.668989540683	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907103190105	7149.276720061882	-6570.372506223056	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.71474311583251	8	9	4	12	15	6
1019171907203210346	7971.980085353309	-6066.86373287621	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101590147	2873.4893423133267	-5772.208514588303	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101380605	3015.887851816507	-5332.791834257352	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101590145	2872.0545910652345	-5762.960862263745	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907102960556	6722.197559723082	-6841.127243707359	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.79175946922805	8	9	4	14	13	6
1019171907102490116	4724.900439606877	-6778.252441498903	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.79175946922805	8	9	4	14	13	6
