memory_mb	runtime_s	data	sample	n_obs	BC_number	evaluation_criterion	cluster_number	consensus_method	path
9142.95	512.8511	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	8486	10	Cross_method_ARI	18	weighted	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_6600/consensus/BC_10/Cross_method_ARI/cluster_18/benchmark_consensus_weighted.txt
212.51	17.9605	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	8486	10	Cross_method_ARI	18	kmode	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_6600/consensus/BC_10/Cross_method_ARI/cluster_18/benchmark_consensus_kmode.txt
1588.11	158.3069	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	8486	12	Cross_method_ARI	18	lca	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_6600/consensus/BC_12/Cross_method_ARI/cluster_18/benchmark_consensus_lca.txt
8307.38	690.7506	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	8486	12	Cross_method_ARI	18	weighted	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_6600/consensus/BC_12/Cross_method_ARI/cluster_18/benchmark_consensus_weighted.txt
218.52	19.733	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	8486	12	Cross_method_ARI	18	kmode	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_6600/consensus/BC_12/Cross_method_ARI/cluster_18/benchmark_consensus_kmode.txt
600.05	50.7764	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	8486	4	Cross_method_ARI	18	lca	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_6600/consensus/BC_4/Cross_method_ARI/cluster_18/benchmark_consensus_lca.txt
6755.84	366.2861	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	8486	4	Cross_method_ARI	18	weighted	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_6600/consensus/BC_4/Cross_method_ARI/cluster_18/benchmark_consensus_weighted.txt
196.47	16.5862	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	8486	4	Cross_method_ARI	18	kmode	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_6600/consensus/BC_4/Cross_method_ARI/cluster_18/benchmark_consensus_kmode.txt
833.2	136.6329	abc_atlas_wmb_thalamus	C57BL6J-638850_7600	8899	6	Cross_method_ARI	18	lca	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_7600/consensus/BC_6/Cross_method_ARI/cluster_18/benchmark_consensus_lca.txt
6824.12	516.4438	abc_atlas_wmb_thalamus	C57BL6J-638850_7600	8899	6	Cross_method_ARI	18	weighted	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_7600/consensus/BC_6/Cross_method_ARI/cluster_18/benchmark_consensus_weighted.txt
204.96	12.0035	abc_atlas_wmb_thalamus	C57BL6J-638850_7600	8899	6	Cross_method_ARI	18	kmode	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_7600/consensus/BC_6/Cross_method_ARI/cluster_18/benchmark_consensus_kmode.txt
872.48	84.2561	abc_atlas_wmb_thalamus	C57BL6J-638850_7600	8899	8	Cross_method_ARI	18	lca	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_7600/consensus/BC_8/Cross_method_ARI/cluster_18/benchmark_consensus_lca.txt
7508.61	579.5231	abc_atlas_wmb_thalamus	C57BL6J-638850_7600	8899	8	Cross_method_ARI	18	weighted	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_7600/consensus/BC_8/Cross_method_ARI/cluster_18/benchmark_consensus_weighted.txt
211.32	15.5318	abc_atlas_wmb_thalamus	C57BL6J-638850_7600	8899	8	Cross_method_ARI	18	kmode	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_7600/consensus/BC_8/Cross_method_ARI/cluster_18/benchmark_consensus_kmode.txt
1331.73	194.0661	abc_atlas_wmb_thalamus	C57BL6J-638850_7600	8899	10	Cross_method_ARI	18	lca	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_7600/consensus/BC_10/Cross_method_ARI/cluster_18/benchmark_consensus_lca.txt
8502.15	1840.1047	abc_atlas_wmb_thalamus	C57BL6J-638850_7600	8899	10	Cross_method_ARI	18	weighted	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_7600/consensus/BC_10/Cross_method_ARI/cluster_18/benchmark_consensus_weighted.txt
207.82	16.8507	abc_atlas_wmb_thalamus	C57BL6J-638850_7600	8899	10	Cross_method_ARI	18	kmode	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_7600/consensus/BC_10/Cross_method_ARI/cluster_18/benchmark_consensus_kmode.txt
1532.56	160.818	abc_atlas_wmb_thalamus	C57BL6J-638850_7600	8899	12	Cross_method_ARI	18	lca	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_7600/consensus/BC_12/Cross_method_ARI/cluster_18/benchmark_consensus_lca.txt
8491.36	965.725	abc_atlas_wmb_thalamus	C57BL6J-638850_7600	8899	12	Cross_method_ARI	18	weighted	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_7600/consensus/BC_12/Cross_method_ARI/cluster_18/benchmark_consensus_weighted.txt
218.66	22.2724	abc_atlas_wmb_thalamus	C57BL6J-638850_7600	8899	12	Cross_method_ARI	18	kmode	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_7600/consensus/BC_12/Cross_method_ARI/cluster_18/benchmark_consensus_kmode.txt
565.62	77.1339	abc_atlas_wmb_thalamus	C57BL6J-638850_7600	8899	4	Cross_method_ARI	18	lca	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_7600/consensus/BC_4/Cross_method_ARI/cluster_18/benchmark_consensus_lca.txt
8223.25	409.3281	abc_atlas_wmb_thalamus	C57BL6J-638850_7600	8899	4	Cross_method_ARI	18	weighted	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_7600/consensus/BC_4/Cross_method_ARI/cluster_18/benchmark_consensus_weighted.txt
193.62	9.9486	abc_atlas_wmb_thalamus	C57BL6J-638850_7600	8899	4	Cross_method_ARI	18	kmode	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_7600/consensus/BC_4/Cross_method_ARI/cluster_18/benchmark_consensus_kmode.txt
458.55	44.4702	abc_atlas_wmb_thalamus	C57BL6J-638850_8000	5681	6	Cross_method_ARI	16	lca	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_8000/consensus/BC_6/Cross_method_ARI/cluster_16/benchmark_consensus_lca.txt
3979.8	243.88	abc_atlas_wmb_thalamus	C57BL6J-638850_8000	5681	6	Cross_method_ARI	16	weighted	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_8000/consensus/BC_6/Cross_method_ARI/cluster_16/benchmark_consensus_weighted.txt
187.58	7.9583	abc_atlas_wmb_thalamus	C57BL6J-638850_8000	5681	6	Cross_method_ARI	16	kmode	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_8000/consensus/BC_6/Cross_method_ARI/cluster_16/benchmark_consensus_kmode.txt
573.31	54.2482	abc_atlas_wmb_thalamus	C57BL6J-638850_8000	5681	8	Cross_method_ARI	16	lca	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_8000/consensus/BC_8/Cross_method_ARI/cluster_16/benchmark_consensus_lca.txt
3614.59	284.5015	abc_atlas_wmb_thalamus	C57BL6J-638850_8000	5681	8	Cross_method_ARI	16	weighted	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_8000/consensus/BC_8/Cross_method_ARI/cluster_16/benchmark_consensus_weighted.txt
190.86	15.2826	abc_atlas_wmb_thalamus	C57BL6J-638850_8000	5681	8	Cross_method_ARI	16	kmode	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_8000/consensus/BC_8/Cross_method_ARI/cluster_16/benchmark_consensus_kmode.txt
616.88	56.0716	abc_atlas_wmb_thalamus	C57BL6J-638850_8000	5681	10	Cross_method_ARI	16	lca	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_8000/consensus/BC_10/Cross_method_ARI/cluster_16/benchmark_consensus_lca.txt
4385.68	356.23	abc_atlas_wmb_thalamus	C57BL6J-638850_8000	5681	10	Cross_method_ARI	16	weighted	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_8000/consensus/BC_10/Cross_method_ARI/cluster_16/benchmark_consensus_weighted.txt
190.28	12.0591	abc_atlas_wmb_thalamus	C57BL6J-638850_8000	5681	10	Cross_method_ARI	16	kmode	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_8000/consensus/BC_10/Cross_method_ARI/cluster_16/benchmark_consensus_kmode.txt
1032.3	79.1617	abc_atlas_wmb_thalamus	C57BL6J-638850_8000	5681	12	Cross_method_ARI	16	lca	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_8000/consensus/BC_12/Cross_method_ARI/cluster_16/benchmark_consensus_lca.txt
4518.93	368.3763	abc_atlas_wmb_thalamus	C57BL6J-638850_8000	5681	12	Cross_method_ARI	16	weighted	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_8000/consensus/BC_12/Cross_method_ARI/cluster_16/benchmark_consensus_weighted.txt
203.86	13.5467	abc_atlas_wmb_thalamus	C57BL6J-638850_8000	5681	12	Cross_method_ARI	16	kmode	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_8000/consensus/BC_12/Cross_method_ARI/cluster_16/benchmark_consensus_kmode.txt
377.94	26.8671	abc_atlas_wmb_thalamus	C57BL6J-638850_8000	5681	4	Cross_method_ARI	16	lca	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_8000/consensus/BC_4/Cross_method_ARI/cluster_16/benchmark_consensus_lca.txt
3808.8	242.4491	abc_atlas_wmb_thalamus	C57BL6J-638850_8000	5681	4	Cross_method_ARI	16	weighted	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_8000/consensus/BC_4/Cross_method_ARI/cluster_16/benchmark_consensus_weighted.txt
181.71	6.3533	abc_atlas_wmb_thalamus	C57BL6J-638850_8000	5681	4	Cross_method_ARI	16	kmode	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_8000/consensus/BC_4/Cross_method_ARI/cluster_16/benchmark_consensus_kmode.txt
579.35	74.6321	abc_atlas_wmb_thalamus	C57BL6J-638850_6400	7706	6	Cross_method_ARI	17	lca	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_6400/consensus/BC_6/Cross_method_ARI/cluster_17/benchmark_consensus_lca.txt
6298.48	524.2146	abc_atlas_wmb_thalamus	C57BL6J-638850_6400	7706	6	Cross_method_ARI	17	weighted	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_6400/consensus/BC_6/Cross_method_ARI/cluster_17/benchmark_consensus_weighted.txt
186.05	10.998	abc_atlas_wmb_thalamus	C57BL6J-638850_6400	7706	6	Cross_method_ARI	17	kmode	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_6400/consensus/BC_6/Cross_method_ARI/cluster_17/benchmark_consensus_kmode.txt
597.53	68.7297	abc_atlas_wmb_thalamus	C57BL6J-638850_6400	7706	8	Cross_method_ARI	17	lca	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_6400/consensus/BC_8/Cross_method_ARI/cluster_17/benchmark_consensus_lca.txt
6449.56	592.4853	abc_atlas_wmb_thalamus	C57BL6J-638850_6400	7706	8	Cross_method_ARI	17	weighted	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_6400/consensus/BC_8/Cross_method_ARI/cluster_17/benchmark_consensus_weighted.txt
199.8	13.1741	abc_atlas_wmb_thalamus	C57BL6J-638850_6400	7706	8	Cross_method_ARI	17	kmode	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_6400/consensus/BC_8/Cross_method_ARI/cluster_17/benchmark_consensus_kmode.txt
987.34	159.998	abc_atlas_wmb_thalamus	C57BL6J-638850_6400	7706	10	Cross_method_ARI	17	lca	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_6400/consensus/BC_10/Cross_method_ARI/cluster_17/benchmark_consensus_lca.txt
7487.62	719.549	abc_atlas_wmb_thalamus	C57BL6J-638850_6400	7706	10	Cross_method_ARI	17	weighted	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_6400/consensus/BC_10/Cross_method_ARI/cluster_17/benchmark_consensus_weighted.txt
194.31	15.6799	abc_atlas_wmb_thalamus	C57BL6J-638850_6400	7706	10	Cross_method_ARI	17	kmode	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_6400/consensus/BC_10/Cross_method_ARI/cluster_17/benchmark_consensus_kmode.txt
1189.56	131.2868	abc_atlas_wmb_thalamus	C57BL6J-638850_6400	7706	12	Cross_method_ARI	17	lca	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_6400/consensus/BC_12/Cross_method_ARI/cluster_17/benchmark_consensus_lca.txt
7817.33	1127.2447	abc_atlas_wmb_thalamus	C57BL6J-638850_6400	7706	12	Cross_method_ARI	17	weighted	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_6400/consensus/BC_12/Cross_method_ARI/cluster_17/benchmark_consensus_weighted.txt
202.49	19.2847	abc_atlas_wmb_thalamus	C57BL6J-638850_6400	7706	12	Cross_method_ARI	17	kmode	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_6400/consensus/BC_12/Cross_method_ARI/cluster_17/benchmark_consensus_kmode.txt
487.11	58.2121	abc_atlas_wmb_thalamus	C57BL6J-638850_6400	7706	4	Cross_method_ARI	17	lca	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_6400/consensus/BC_4/Cross_method_ARI/cluster_17/benchmark_consensus_lca.txt
5386.16	334.4386	abc_atlas_wmb_thalamus	C57BL6J-638850_6400	7706	4	Cross_method_ARI	17	weighted	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_6400/consensus/BC_4/Cross_method_ARI/cluster_17/benchmark_consensus_weighted.txt
194.85	9.0865	abc_atlas_wmb_thalamus	C57BL6J-638850_6400	7706	4	Cross_method_ARI	17	kmode	../data/abc_atlas_wmb_thalamus/C57BL6J-638850_6400/consensus/BC_4/Cross_method_ARI/cluster_17/benchmark_consensus_kmode.txt
1427.4	83.2724	cosmx_lung	Lung5_Rep2	100335	6	Cross_method_ARI	8	lca	../data/cosmx_lung/Lung5_Rep2/consensus/BC_6/Cross_method_ARI/cluster_8/benchmark_consensus_lca.txt
314.96	62.941	cosmx_lung	Lung5_Rep2	100335	6	Cross_method_ARI	8	kmode	../data/cosmx_lung/Lung5_Rep2/consensus/BC_6/Cross_method_ARI/cluster_8/benchmark_consensus_kmode.txt
1559.48	287.6696	cosmx_lung	Lung5_Rep2	100335	8	Cross_method_ARI	8	lca	../data/cosmx_lung/Lung5_Rep2/consensus/BC_8/Cross_method_ARI/cluster_8/benchmark_consensus_lca.txt
354.27	80.5494	cosmx_lung	Lung5_Rep2	100335	8	Cross_method_ARI	8	kmode	../data/cosmx_lung/Lung5_Rep2/consensus/BC_8/Cross_method_ARI/cluster_8/benchmark_consensus_kmode.txt
2149.96	214.6943	cosmx_lung	Lung5_Rep2	100335	10	Cross_method_ARI	8	lca	../data/cosmx_lung/Lung5_Rep2/consensus/BC_10/Cross_method_ARI/cluster_8/benchmark_consensus_lca.txt
344.39	93.9336	cosmx_lung	Lung5_Rep2	100335	10	Cross_method_ARI	8	kmode	../data/cosmx_lung/Lung5_Rep2/consensus/BC_10/Cross_method_ARI/cluster_8/benchmark_consensus_kmode.txt
2211.02	226.852	cosmx_lung	Lung5_Rep2	100335	12	Cross_method_ARI	8	lca	../data/cosmx_lung/Lung5_Rep2/consensus/BC_12/Cross_method_ARI/cluster_8/benchmark_consensus_lca.txt
339.57	109.8035	cosmx_lung	Lung5_Rep2	100335	12	Cross_method_ARI	8	kmode	../data/cosmx_lung/Lung5_Rep2/consensus/BC_12/Cross_method_ARI/cluster_8/benchmark_consensus_kmode.txt
723.88	173.1423	cosmx_lung	Lung5_Rep2	100335	4	Cross_method_ARI	8	lca	../data/cosmx_lung/Lung5_Rep2/consensus/BC_4/Cross_method_ARI/cluster_8/benchmark_consensus_lca.txt
359.55	48.0558	cosmx_lung	Lung5_Rep2	100335	4	Cross_method_ARI	8	kmode	../data/cosmx_lung/Lung5_Rep2/consensus/BC_4/Cross_method_ARI/cluster_8/benchmark_consensus_kmode.txt
1442.87	155.777	cosmx_lung	Lung5_Rep3	97809	6	Cross_method_ARI	9	lca	../data/cosmx_lung/Lung5_Rep3/consensus/BC_6/Cross_method_ARI/cluster_9/benchmark_consensus_lca.txt
302.98	61.4517	cosmx_lung	Lung5_Rep3	97809	6	Cross_method_ARI	9	kmode	../data/cosmx_lung/Lung5_Rep3/consensus/BC_6/Cross_method_ARI/cluster_9/benchmark_consensus_kmode.txt
1989.32	167.8918	cosmx_lung	Lung5_Rep3	97809	8	Cross_method_ARI	9	lca	../data/cosmx_lung/Lung5_Rep3/consensus/BC_8/Cross_method_ARI/cluster_9/benchmark_consensus_lca.txt
324.68	74.1136	cosmx_lung	Lung5_Rep3	97809	8	Cross_method_ARI	9	kmode	../data/cosmx_lung/Lung5_Rep3/consensus/BC_8/Cross_method_ARI/cluster_9/benchmark_consensus_kmode.txt
2180.11	153.2278	cosmx_lung	Lung5_Rep3	97809	10	Cross_method_ARI	9	lca	../data/cosmx_lung/Lung5_Rep3/consensus/BC_10/Cross_method_ARI/cluster_9/benchmark_consensus_lca.txt
307.94	88.8097	cosmx_lung	Lung5_Rep3	97809	10	Cross_method_ARI	9	kmode	../data/cosmx_lung/Lung5_Rep3/consensus/BC_10/Cross_method_ARI/cluster_9/benchmark_consensus_kmode.txt
3790.05	309.976	cosmx_lung	Lung5_Rep3	97809	12	Cross_method_ARI	9	lca	../data/cosmx_lung/Lung5_Rep3/consensus/BC_12/Cross_method_ARI/cluster_9/benchmark_consensus_lca.txt
345.36	101.9645	cosmx_lung	Lung5_Rep3	97809	12	Cross_method_ARI	9	kmode	../data/cosmx_lung/Lung5_Rep3/consensus/BC_12/Cross_method_ARI/cluster_9/benchmark_consensus_kmode.txt
1080.16	200.7367	cosmx_lung	Lung5_Rep3	97809	4	Cross_method_ARI	9	lca	../data/cosmx_lung/Lung5_Rep3/consensus/BC_4/Cross_method_ARI/cluster_9/benchmark_consensus_lca.txt
357.57	50.0307	cosmx_lung	Lung5_Rep3	97809	4	Cross_method_ARI	9	kmode	../data/cosmx_lung/Lung5_Rep3/consensus/BC_4/Cross_method_ARI/cluster_9/benchmark_consensus_kmode.txt
1690.57	168.4603	cosmx_lung	Lung9_Rep2	139504	6	Cross_method_ARI	8	lca	../data/cosmx_lung/Lung9_Rep2/consensus/BC_6/Cross_method_ARI/cluster_8/benchmark_consensus_lca.txt
350.73	139.586	cosmx_lung	Lung9_Rep2	139504	6	Cross_method_ARI	8	kmode	../data/cosmx_lung/Lung9_Rep2/consensus/BC_6/Cross_method_ARI/cluster_8/benchmark_consensus_kmode.txt
2574.95	284.0811	cosmx_lung	Lung9_Rep2	139504	8	Cross_method_ARI	8	lca	../data/cosmx_lung/Lung9_Rep2/consensus/BC_8/Cross_method_ARI/cluster_8/benchmark_consensus_lca.txt
349.98	115.0952	cosmx_lung	Lung9_Rep2	139504	8	Cross_method_ARI	8	kmode	../data/cosmx_lung/Lung9_Rep2/consensus/BC_8/Cross_method_ARI/cluster_8/benchmark_consensus_kmode.txt
3087.84	329.1639	cosmx_lung	Lung9_Rep2	139504	10	Cross_method_ARI	8	lca	../data/cosmx_lung/Lung9_Rep2/consensus/BC_10/Cross_method_ARI/cluster_8/benchmark_consensus_lca.txt
508.61	133.7705	cosmx_lung	Lung9_Rep2	139504	10	Cross_method_ARI	8	kmode	../data/cosmx_lung/Lung9_Rep2/consensus/BC_10/Cross_method_ARI/cluster_8/benchmark_consensus_kmode.txt
3423.27	375.5613	cosmx_lung	Lung9_Rep2	139504	12	Cross_method_ARI	8	lca	../data/cosmx_lung/Lung9_Rep2/consensus/BC_12/Cross_method_ARI/cluster_8/benchmark_consensus_lca.txt
450.84	167.6142	cosmx_lung	Lung9_Rep2	139504	12	Cross_method_ARI	8	kmode	../data/cosmx_lung/Lung9_Rep2/consensus/BC_12/Cross_method_ARI/cluster_8/benchmark_consensus_kmode.txt
972.04	181.4878	cosmx_lung	Lung9_Rep2	139504	4	Cross_method_ARI	8	lca	../data/cosmx_lung/Lung9_Rep2/consensus/BC_4/Cross_method_ARI/cluster_8/benchmark_consensus_lca.txt
353.02	69.0317	cosmx_lung	Lung9_Rep2	139504	4	Cross_method_ARI	8	kmode	../data/cosmx_lung/Lung9_Rep2/consensus/BC_4/Cross_method_ARI/cluster_8/benchmark_consensus_kmode.txt
1453.81	95.8487	cosmx_lung	Lung5_Rep1	98002	6	Cross_method_ARI	9	lca	../data/cosmx_lung/Lung5_Rep1/consensus/BC_6/Cross_method_ARI/cluster_9/benchmark_consensus_lca.txt
374.67	67.2201	cosmx_lung	Lung5_Rep1	98002	6	Cross_method_ARI	9	kmode	../data/cosmx_lung/Lung5_Rep1/consensus/BC_6/Cross_method_ARI/cluster_9/benchmark_consensus_kmode.txt
2121.71	272.5758	cosmx_lung	Lung5_Rep1	98002	8	Cross_method_ARI	9	lca	../data/cosmx_lung/Lung5_Rep1/consensus/BC_8/Cross_method_ARI/cluster_9/benchmark_consensus_lca.txt
326.58	85.4888	cosmx_lung	Lung5_Rep1	98002	8	Cross_method_ARI	9	kmode	../data/cosmx_lung/Lung5_Rep1/consensus/BC_8/Cross_method_ARI/cluster_9/benchmark_consensus_kmode.txt
2835.78	169.8319	cosmx_lung	Lung5_Rep1	98002	10	Cross_method_ARI	9	lca	../data/cosmx_lung/Lung5_Rep1/consensus/BC_10/Cross_method_ARI/cluster_9/benchmark_consensus_lca.txt
316.09	104.8595	cosmx_lung	Lung5_Rep1	98002	10	Cross_method_ARI	9	kmode	../data/cosmx_lung/Lung5_Rep1/consensus/BC_10/Cross_method_ARI/cluster_9/benchmark_consensus_kmode.txt
2982.08	177.5107	cosmx_lung	Lung5_Rep1	98002	12	Cross_method_ARI	9	lca	../data/cosmx_lung/Lung5_Rep1/consensus/BC_12/Cross_method_ARI/cluster_9/benchmark_consensus_lca.txt
358.85	106.3798	cosmx_lung	Lung5_Rep1	98002	12	Cross_method_ARI	9	kmode	../data/cosmx_lung/Lung5_Rep1/consensus/BC_12/Cross_method_ARI/cluster_9/benchmark_consensus_kmode.txt
1316.73	88.3147	cosmx_lung	Lung5_Rep1	98002	4	Cross_method_ARI	9	lca	../data/cosmx_lung/Lung5_Rep1/consensus/BC_4/Cross_method_ARI/cluster_9/benchmark_consensus_lca.txt
352.29	56.0437	cosmx_lung	Lung5_Rep1	98002	4	Cross_method_ARI	9	kmode	../data/cosmx_lung/Lung5_Rep1/consensus/BC_4/Cross_method_ARI/cluster_9/benchmark_consensus_kmode.txt
900.6	58.951	cosmx_lung	Lung6	89975	6	Cross_method_ARI	7	lca	../data/cosmx_lung/Lung6/consensus/BC_6/Cross_method_ARI/cluster_7/benchmark_consensus_lca.txt
346.07	57.1748	cosmx_lung	Lung6	89975	6	Cross_method_ARI	7	kmode	../data/cosmx_lung/Lung6/consensus/BC_6/Cross_method_ARI/cluster_7/benchmark_consensus_kmode.txt
1164.53	62.2146	cosmx_lung	Lung6	89975	8	Cross_method_ARI	7	lca	../data/cosmx_lung/Lung6/consensus/BC_8/Cross_method_ARI/cluster_7/benchmark_consensus_lca.txt
298.06	70.522	cosmx_lung	Lung6	89975	8	Cross_method_ARI	7	kmode	../data/cosmx_lung/Lung6/consensus/BC_8/Cross_method_ARI/cluster_7/benchmark_consensus_kmode.txt
1621.39	112.6278	cosmx_lung	Lung6	89975	10	Cross_method_ARI	7	lca	../data/cosmx_lung/Lung6/consensus/BC_10/Cross_method_ARI/cluster_7/benchmark_consensus_lca.txt
343.36	78.5967	cosmx_lung	Lung6	89975	10	Cross_method_ARI	7	kmode	../data/cosmx_lung/Lung6/consensus/BC_10/Cross_method_ARI/cluster_7/benchmark_consensus_kmode.txt
1844.34	141.7932	cosmx_lung	Lung6	89975	12	Cross_method_ARI	7	lca	../data/cosmx_lung/Lung6/consensus/BC_12/Cross_method_ARI/cluster_7/benchmark_consensus_lca.txt
434.09	94.5644	cosmx_lung	Lung6	89975	12	Cross_method_ARI	7	kmode	../data/cosmx_lung/Lung6/consensus/BC_12/Cross_method_ARI/cluster_7/benchmark_consensus_kmode.txt
733.66	334.7269	cosmx_lung	Lung6	89975	4	Cross_method_ARI	7	lca	../data/cosmx_lung/Lung6/consensus/BC_4/Cross_method_ARI/cluster_7/benchmark_consensus_lca.txt
286.5	43.4646	cosmx_lung	Lung6	89975	4	Cross_method_ARI	7	kmode	../data/cosmx_lung/Lung6/consensus/BC_4/Cross_method_ARI/cluster_7/benchmark_consensus_kmode.txt
1224.94	100.064	cosmx_lung	Lung9_Rep1	87606	6	Cross_method_ARI	9	lca	../data/cosmx_lung/Lung9_Rep1/consensus/BC_6/Cross_method_ARI/cluster_9/benchmark_consensus_lca.txt
355.93	61.6218	cosmx_lung	Lung9_Rep1	87606	6	Cross_method_ARI	9	kmode	../data/cosmx_lung/Lung9_Rep1/consensus/BC_6/Cross_method_ARI/cluster_9/benchmark_consensus_kmode.txt
1494.39	130.4258	cosmx_lung	Lung9_Rep1	87606	8	Cross_method_ARI	9	lca	../data/cosmx_lung/Lung9_Rep1/consensus/BC_8/Cross_method_ARI/cluster_9/benchmark_consensus_lca.txt
343.39	77.3405	cosmx_lung	Lung9_Rep1	87606	8	Cross_method_ARI	9	kmode	../data/cosmx_lung/Lung9_Rep1/consensus/BC_8/Cross_method_ARI/cluster_9/benchmark_consensus_kmode.txt
2471.92	229.5706	cosmx_lung	Lung9_Rep1	87606	10	Cross_method_ARI	9	lca	../data/cosmx_lung/Lung9_Rep1/consensus/BC_10/Cross_method_ARI/cluster_9/benchmark_consensus_lca.txt
448.94	94.9071	cosmx_lung	Lung9_Rep1	87606	10	Cross_method_ARI	9	kmode	../data/cosmx_lung/Lung9_Rep1/consensus/BC_10/Cross_method_ARI/cluster_9/benchmark_consensus_kmode.txt
3120.87	210.6888	cosmx_lung	Lung9_Rep1	87606	12	Cross_method_ARI	9	lca	../data/cosmx_lung/Lung9_Rep1/consensus/BC_12/Cross_method_ARI/cluster_9/benchmark_consensus_lca.txt
401.08	110.5995	cosmx_lung	Lung9_Rep1	87606	12	Cross_method_ARI	9	kmode	../data/cosmx_lung/Lung9_Rep1/consensus/BC_12/Cross_method_ARI/cluster_9/benchmark_consensus_kmode.txt
971.19	162.6794	cosmx_lung	Lung9_Rep1	87606	4	Cross_method_ARI	9	lca	../data/cosmx_lung/Lung9_Rep1/consensus/BC_4/Cross_method_ARI/cluster_9/benchmark_consensus_lca.txt
277.3	48.875	cosmx_lung	Lung9_Rep1	87606	4	Cross_method_ARI	9	kmode	../data/cosmx_lung/Lung9_Rep1/consensus/BC_4/Cross_method_ARI/cluster_9/benchmark_consensus_kmode.txt
937.93	141.1115	cosmx_lung	Lung12	71304	6	Cross_method_ARI	8	lca	../data/cosmx_lung/Lung12/consensus/BC_6/Cross_method_ARI/cluster_8/benchmark_consensus_lca.txt
256.51	50.7557	cosmx_lung	Lung12	71304	6	Cross_method_ARI	8	kmode	../data/cosmx_lung/Lung12/consensus/BC_6/Cross_method_ARI/cluster_8/benchmark_consensus_kmode.txt
1142.47	116.2057	cosmx_lung	Lung12	71304	8	Cross_method_ARI	8	lca	../data/cosmx_lung/Lung12/consensus/BC_8/Cross_method_ARI/cluster_8/benchmark_consensus_lca.txt
297.05	87.9173	cosmx_lung	Lung12	71304	8	Cross_method_ARI	8	kmode	../data/cosmx_lung/Lung12/consensus/BC_8/Cross_method_ARI/cluster_8/benchmark_consensus_kmode.txt
1649.98	105.1281	cosmx_lung	Lung12	71304	10	Cross_method_ARI	8	lca	../data/cosmx_lung/Lung12/consensus/BC_10/Cross_method_ARI/cluster_8/benchmark_consensus_lca.txt
