	x	y	data	sample	cluster_number	consensus_kmode	cross_method_entropy	BANKSY_config_default_label	SCAN-IT_config_default_label	SpaceFlow_config_default_label	DRSC_config_default_label	SCAN-IT_config_seqFISH_mouse_SScortex_label	stardust_config_default_label
FN4_D1_batch2_233_134	466	-43	stereoseq_liver	FN4_D1_batch2	9	2	1.56071040904141	8	5	7	5	6	1
FN4_D1_batch2_127_178	360	1	stereoseq_liver	FN4_D1_batch2	9	7	1.6458480130024	9	4	2	3	1	0
FN4_D1_batch2_215_147	448	-30	stereoseq_liver	FN4_D1_batch2	9	8	1.32324792876008	2	8	3	1	3	2
FN4_D1_batch2_211_105	444	-72	stereoseq_liver	FN4_D1_batch2	9	2	1.56883165960686	8	5	7	5	3	4
FN4_D1_batch2_238_253	471	76	stereoseq_liver	FN4_D1_batch2	9	6	1.39298226204197	5	8	1	2	4	6
FN4_D1_batch2_211_139	444	-38	stereoseq_liver	FN4_D1_batch2	9	1	1.14580918187524	7	3	0	3	4	0
FN4_D1_batch2_149_109	382	-68	stereoseq_liver	FN4_D1_batch2	9	7	1.39728206450484	9	3	2	9	7	4
FN4_D1_batch2_143_128	376	-49	stereoseq_liver	FN4_D1_batch2	9	4	1.2693364813832	6	2	2	6	7	1
FN4_D1_batch2_130_167	363	-10	stereoseq_liver	FN4_D1_batch2	9	5	1.52220223234363	1	0	3	1	0	2
FN4_D1_batch2_187_131	420	-46	stereoseq_liver	FN4_D1_batch2	9	8	1.50766756168351	2	2	3	6	5	1
FN4_D1_batch2_183_64	416	-113	stereoseq_liver	FN4_D1_batch2	9	2	1.48369405564586	8	5	7	5	6	4
FN4_D1_batch2_170_131	403	-46	stereoseq_liver	FN4_D1_batch2	9	6	1.43790385883442	7	7	1	2	2	5
FN4_D1_batch2_240_201	473	24	stereoseq_liver	FN4_D1_batch2	9	1	1.44602510939987	5	6	0	3	6	8
FN4_D1_batch2_167_232	400	55	stereoseq_liver	FN4_D1_batch2	9	5	1.46957900021162	1	0	5	6	0	0
FN4_D1_batch2_214_197	447	20	stereoseq_liver	FN4_D1_batch2	9	3	1.39214303159018	4	1	0	7	7	0
FN4_D1_batch2_209_137	442	-40	stereoseq_liver	FN4_D1_batch2	9	6	1.43790385883442	7	3	1	2	4	5
FN4_D1_batch2_240_224	473	47	stereoseq_liver	FN4_D1_batch2	9	9	1.35489370057009	5	6	8	5	6	8
FN4_D1_batch2_219_133	452	-44	stereoseq_liver	FN4_D1_batch2	9	6	1.37760836093005	8	7	1	2	4	5
FN4_D1_batch2_227_224	460	47	stereoseq_liver	FN4_D1_batch2	9	5	1.49397212147517	1	0	4	1	0	3
FN4_D1_batch2_164_159	397	-18	stereoseq_liver	FN4_D1_batch2	9	8	1.42423778819328	3	4	3	1	5	2
FN4_D1_batch2_213_199	446	22	stereoseq_liver	FN4_D1_batch2	9	3	1.44560549417398	4	7	1	2	2	6
FN4_D1_batch2_159_95	392	-82	stereoseq_liver	FN4_D1_batch2	9	4	1.55342838892775	7	3	2	6	7	1
FN4_D1_batch2_224_233	457	56	stereoseq_liver	FN4_D1_batch2	9	5	1.49397212147517	1	0	4	1	0	3
FN4_D1_batch2_219_262	452	85	stereoseq_liver	FN4_D1_batch2	9	5	1.35835427258117	1	0	3	1	0	3
FN4_D1_batch2_125_191	358	14	stereoseq_liver	FN4_D1_batch2	9	5	1.61677867168215	1	6	3	1	0	2
FN4_D1_batch2_144_235	377	58	stereoseq_liver	FN4_D1_batch2	9	7	1.47770025077707	9	0	5	3	0	0
FN4_D1_batch2_158_91	391	-86	stereoseq_liver	FN4_D1_batch2	9	7	1.49747860743782	7	3	2	3	7	1
FN4_D1_batch2_176_65	409	-112	stereoseq_liver	FN4_D1_batch2	9	2	1.52220223234363	8	5	1	5	6	7
FN4_D1_batch2_207_206	440	29	stereoseq_liver	FN4_D1_batch2	9	5	1.4922349214372	1	0	4	1	0	2
FN4_D1_batch2_136_226	369	49	stereoseq_liver	FN4_D1_batch2	9	5	1.35835427258117	1	0	3	1	0	3
FN4_D1_batch2_182_164	415	-13	stereoseq_liver	FN4_D1_batch2	9	6	1.39256264681608	3	7	1	2	2	5
FN4_D1_batch2_162_155	395	-22	stereoseq_liver	FN4_D1_batch2	9	4	1.41653615285372	3	4	3	6	5	1
FN4_D1_batch2_164_259	397	82	stereoseq_liver	FN4_D1_batch2	9	3	1.60733983630463	4	1	1	7	2	6
FN4_D1_batch2_228_189	461	12	stereoseq_liver	FN4_D1_batch2	9	3	1.44560549417398	4	7	1	2	2	6
FN4_D1_batch2_126_152	359	-25	stereoseq_liver	FN4_D1_batch2	9	8	1.18548709266708	6	2	2	6	0	1
FN4_D1_batch2_213_200	446	23	stereoseq_liver	FN4_D1_batch2	9	3	1.44560549417398	4	7	1	2	2	6
FN4_D1_batch2_152_217	385	40	stereoseq_liver	FN4_D1_batch2	9	5	1.40667770225031	1	0	3	1	1	2
FN4_D1_batch2_154_213	387	36	stereoseq_liver	FN4_D1_batch2	9	7	1.53074309813497	9	8	2	3	1	0
FN4_D1_batch2_198_185	431	8	stereoseq_liver	FN4_D1_batch2	9	5	1.51710639706103	1	4	5	1	0	2
FN4_D1_batch2_220_288	453	111	stereoseq_liver	FN4_D1_batch2	9	3	1.31596590864642	5	8	1	7	4	6
FN4_D1_batch2_238_161	471	-16	stereoseq_liver	FN4_D1_batch2	9	6	1.48411367087175	5	8	1	2	4	5
FN4_D1_batch2_176_285	409	108	stereoseq_liver	FN4_D1_batch2	9	9	1.39340187726786	5	6	8	5	3	0
FN4_D1_batch2_208_194	441	17	stereoseq_liver	FN4_D1_batch2	9	3	1.6458480130024	4	1	1	2	2	6
FN4_D1_batch2_184_243	417	66	stereoseq_liver	FN4_D1_batch2	9	5	1.35835427258117	1	0	3	1	0	3
FN4_D1_batch2_170_280	403	103	stereoseq_liver	FN4_D1_batch2	9	1	1.35447408534419	5	6	0	3	3	0
FN4_D1_batch2_183_193	416	16	stereoseq_liver	FN4_D1_batch2	9	7	1.59963820096508	3	1	0	7	1	0
FN4_D1_batch2_122_173	355	-4	stereoseq_liver	FN4_D1_batch2	9	9	1.41695576807962	5	6	5	6	3	0
FN4_D1_batch2_138_252	371	75	stereoseq_liver	FN4_D1_batch2	9	9	1.40023491258843	5	6	8	3	3	0
FN4_D1_batch2_224_113	457	-64	stereoseq_liver	FN4_D1_batch2	9	2	1.56071040904141	8	5	7	5	6	1
FN4_D1_batch2_162_129	395	-48	stereoseq_liver	FN4_D1_batch2	9	8	1.35363485489241	2	2	5	6	0	1
FN4_D1_batch2_196_254	429	77	stereoseq_liver	FN4_D1_batch2	9	7	1.6458480130024	9	4	2	3	1	0
FN4_D1_batch2_182_193	415	16	stereoseq_liver	FN4_D1_batch2	9	3	1.4546247143256	3	1	0	7	2	6
FN4_D1_batch2_178_216	411	39	stereoseq_liver	FN4_D1_batch2	9	3	1.51578881224895	4	1	0	7	2	6
FN4_D1_batch2_176_181	409	4	stereoseq_liver	FN4_D1_batch2	9	4	1.53928396392632	3	0	3	9	1	4
FN4_D1_batch2_233_262	466	85	stereoseq_liver	FN4_D1_batch2	9	5	1.41653615285372	1	6	4	4	0	3
FN4_D1_batch2_241_255	474	78	stereoseq_liver	FN4_D1_batch2	9	1	1.53164106772115	5	8	0	3	6	8
FN4_D1_batch2_188_72	421	-105	stereoseq_liver	FN4_D1_batch2	9	2	1.56071040904141	8	5	7	5	6	1
FN4_D1_batch2_125_121	358	-56	stereoseq_liver	FN4_D1_batch2	9	1	1.30573104044916	6	8	5	6	3	1
FN4_D1_batch2_202_218	435	41	stereoseq_liver	FN4_D1_batch2	9	3	1.6458480130024	4	1	1	2	2	6
FN4_D1_batch2_159_188	392	11	stereoseq_liver	FN4_D1_batch2	9	4	1.39256264681608	3	1	2	3	1	1
FN4_D1_batch2_173_92	406	-85	stereoseq_liver	FN4_D1_batch2	9	1	1.49747860743782	7	3	2	3	7	1
FN4_D1_batch2_177_166	410	-11	stereoseq_liver	FN4_D1_batch2	9	8	1.43149043873974	3	4	3	1	5	1
FN4_D1_batch2_122_199	355	22	stereoseq_liver	FN4_D1_batch2	9	1	1.43107082351385	5	8	0	3	4	0
FN4_D1_batch2_165_224	398	47	stereoseq_liver	FN4_D1_batch2	9	3	1.56154963949319	4	1	0	9	2	0
FN4_D1_batch2_197_253	430	76	stereoseq_liver	FN4_D1_batch2	9	4	1.60733983630463	9	4	2	6	1	0
FN4_D1_batch2_175_141	408	-36	stereoseq_liver	FN4_D1_batch2	9	8	1.44518587894808	2	2	6	6	5	1
FN4_D1_batch2_146_158	379	-19	stereoseq_liver	FN4_D1_batch2	9	4	1.46957900021162	3	4	3	6	1	1
FN4_D1_batch2_200_212	433	35	stereoseq_liver	FN4_D1_batch2	9	5	1.4922349214372	1	0	4	1	0	2
FN4_D1_batch2_146_87	379	-90	stereoseq_liver	FN4_D1_batch2	9	6	1.5080871769094	7	7	1	2	4	5
FN4_D1_batch2_160_185	393	8	stereoseq_liver	FN4_D1_batch2	9	3	1.48411367087175	3	1	0	7	2	0
FN4_D1_batch2_214_189	447	12	stereoseq_liver	FN4_D1_batch2	9	5	1.42895720588204	6	2	3	1	0	2
FN4_D1_batch2_206_129	439	-48	stereoseq_liver	FN4_D1_batch2	9	6	1.5080871769094	7	7	1	2	4	5
FN4_D1_batch2_136_134	369	-43	stereoseq_liver	FN4_D1_batch2	9	8	1.2137310316004	6	2	4	1	0	4
FN4_D1_batch2_203_166	436	-11	stereoseq_liver	FN4_D1_batch2	9	8	1.42083595531659	2	2	3	1	5	2
FN4_D1_batch2_176_190	409	13	stereoseq_liver	FN4_D1_batch2	9	3	1.48411367087175	3	1	0	7	2	0
FN4_D1_batch2_162_175	395	-2	stereoseq_liver	FN4_D1_batch2	9	4	1.34677245000464	3	4	3	6	5	2
FN4_D1_batch2_214_89	447	-88	stereoseq_liver	FN4_D1_batch2	9	2	1.46957900021162	8	5	8	5	6	4
FN4_D1_batch2_229_282	462	105	stereoseq_liver	FN4_D1_batch2	9	5	1.35877388780706	1	6	3	1	3	3
FN4_D1_batch2_138_227	371	50	stereoseq_liver	FN4_D1_batch2	9	5	1.49397212147517	1	0	4	1	0	3
FN4_D1_batch2_221_270	454	93	stereoseq_liver	FN4_D1_batch2	9	5	1.44560549417398	1	0	5	6	0	3
FN4_D1_batch2_205_240	438	63	stereoseq_liver	FN4_D1_batch2	9	5	1.48495290132354	1	0	4	4	0	3
FN4_D1_batch2_130_148	363	-29	stereoseq_liver	FN4_D1_batch2	9	6	1.56071040904141	4	7	1	2	2	5
FN4_D1_batch2_143_118	376	-59	stereoseq_liver	FN4_D1_batch2	9	8	1.47770025077707	6	2	6	1	0	1
FN4_D1_batch2_139_103	372	-74	stereoseq_liver	FN4_D1_batch2	9	8	1.40242109741949	6	2	4	1	0	1
FN4_D1_batch2_192_211	425	34	stereoseq_liver	FN4_D1_batch2	9	7	1.45372674473943	9	4	5	3	1	2
FN4_D1_batch2_153_138	386	-39	stereoseq_liver	FN4_D1_batch2	9	8	1.43065120828796	2	3	2	3	7	1
FN4_D1_batch2_228_219	461	42	stereoseq_liver	FN4_D1_batch2	9	5	1.36100598658969	6	4	2	1	0	3
FN4_D1_batch2_222_150	455	-27	stereoseq_liver	FN4_D1_batch2	9	8	1.46406354970313	2	2	6	6	3	2
FN4_D1_batch2_171_228	404	51	stereoseq_liver	FN4_D1_batch2	9	3	1.6458480130024	4	1	1	2	2	6
FN4_D1_batch2_139_189	372	12	stereoseq_liver	FN4_D1_batch2	9	5	1.40667770225031	1	0	3	1	1	2
FN4_D1_batch2_167_234	400	57	stereoseq_liver	FN4_D1_batch2	9	5	1.4070973174762	1	0	3	6	1	3
FN4_D1_batch2_144_224	377	47	stereoseq_liver	FN4_D1_batch2	9	7	1.53074309813497	9	1	0	7	1	6
FN4_D1_batch2_188_260	421	83	stereoseq_liver	FN4_D1_batch2	9	4	1.52262184756953	1	0	5	6	1	0
FN4_D1_batch2_236_212	469	35	stereoseq_liver	FN4_D1_batch2	9	1	1.4015818669677	6	8	6	1	3	2
FN4_D1_batch2_223_145	456	-32	stereoseq_liver	FN4_D1_batch2	9	1	1.43065120828796	8	5	0	3	4	7
FN4_D1_batch2_133_221	366	44	stereoseq_liver	FN4_D1_batch2	9	5	1.43424680583423	9	0	2	6	0	3
FN4_D1_batch2_227_251	460	74	stereoseq_liver	FN4_D1_batch2	9	5	1.44560549417398	1	0	5	6	0	3
FN4_D1_batch2_208_166	441	-11	stereoseq_liver	FN4_D1_batch2	9	1	1.09276633451734	7	3	0	7	2	0
FN4_D1_batch2_204_76	437	-101	stereoseq_liver	FN4_D1_batch2	9	2	1.48369405564586	8	5	7	5	6	4
FN4_D1_batch2_127_198	360	21	stereoseq_liver	FN4_D1_batch2	9	7	1.5080871769094	9	1	0	3	2	0
FN4_D1_batch2_223_104	456	-73	stereoseq_liver	FN4_D1_batch2	9	2	1.48369405564586	8	5	7	5	6	4
FN4_D1_batch2_206_292	439	115	stereoseq_liver	FN4_D1_batch2	9	9	1.53074309813497	5	6	2	3	3	0
FN4_D1_batch2_134_89	367	-88	stereoseq_liver	FN4_D1_batch2	9	1	1.4020014821936	6	8	4	1	3	4
FN4_D1_batch2_144_76	377	-101	stereoseq_liver	FN4_D1_batch2	9	1	1.27624208390301	6	8	5	1	3	1
FN4_D1_batch2_120_176	353	-1	stereoseq_liver	FN4_D1_batch2	9	9	1.30709453921281	5	6	5	6	3	3
FN4_D1_batch2_230_140	463	-37	stereoseq_liver	FN4_D1_batch2	9	6	1.33910018423228	8	7	1	2	6	5
FN4_D1_batch2_227_123	460	-54	stereoseq_liver	FN4_D1_batch2	9	2	1.52262184756953	8	5	8	5	6	7
FN4_D1_batch2_195_86	428	-91	stereoseq_liver	FN4_D1_batch2	9	2	1.40667770225031	8	5	1	5	4	7
FN4_D1_batch2_173_142	406	-35	stereoseq_liver	FN4_D1_batch2	9	8	1.51620842747485	3	2	6	1	5	1
FN4_D1_batch2_145_202	378	25	stereoseq_liver	FN4_D1_batch2	9	5	1.52220223234363	1	0	3	1	0	2
FN4_D1_batch2_170_105	403	-72	stereoseq_liver	FN4_D1_batch2	9	3	1.2479687754025	7	3	0	7	2	7
FN4_D1_batch2_225_270	458	93	stereoseq_liver	FN4_D1_batch2	9	5	1.46957900021162	1	0	5	6	0	0
FN4_D1_batch2_138_120	371	-57	stereoseq_liver	FN4_D1_batch2	9	4	1.42895720588204	6	3	2	9	1	1
FN4_D1_batch2_239_239	472	62	stereoseq_liver	FN4_D1_batch2	9	9	1.39211366202299	5	6	2	6	3	3
FN4_D1_batch2_129_220	362	43	stereoseq_liver	FN4_D1_batch2	9	9	1.42046225404227	5	0	2	6	0	0
FN4_D1_batch2_128_232	361	55	stereoseq_liver	FN4_D1_batch2	9	9	1.53074309813497	5	6	2	3	3	0
FN4_D1_batch2_166_249	399	72	stereoseq_liver	FN4_D1_batch2	9	5	1.50601947322916	1	0	4	6	0	3
FN4_D1_batch2_235_231	468	54	stereoseq_liver	FN4_D1_batch2	9	5	1.30531142522327	5	0	5	1	0	3
FN4_D1_batch2_180_155	413	-22	stereoseq_liver	FN4_D1_batch2	9	4	1.43107082351385	3	3	2	6	1	1
FN4_D1_batch2_204_228	437	51	stereoseq_liver	FN4_D1_batch2	9	5	1.46957900021162	1	0	5	6	1	3
FN4_D1_batch2_237_197	470	20	stereoseq_liver	FN4_D1_batch2	9	1	1.36779310795869	6	8	6	6	3	2
FN4_D1_batch2_166_106	399	-71	stereoseq_liver	FN4_D1_batch2	9	3	1.41653615285372	7	3	1	7	2	7
FN4_D1_batch2_148_201	381	24	stereoseq_liver	FN4_D1_batch2	9	5	1.32928493126091	1	0	3	4	1	2
FN4_D1_batch2_193_292	426	115	stereoseq_liver	FN4_D1_batch2	9	9	1.42088186926816	5	6	3	6	3	0
FN4_D1_batch2_135_191	368	14	stereoseq_liver	FN4_D1_batch2	9	4	1.43537062597672	1	0	5	6	1	2
FN4_D1_batch2_159_265	392	88	stereoseq_liver	FN4_D1_batch2	9	1	1.27745773194865	5	8	0	7	4	6
FN4_D1_batch2_234_267	467	90	stereoseq_liver	FN4_D1_batch2	9	5	1.43832347406032	1	6	3	6	3	3
FN4_D1_batch2_133_237	366	60	stereoseq_liver	FN4_D1_batch2	9	9	1.41695576807962	5	6	5	6	3	0
FN4_D1_batch2_171_172	404	-5	stereoseq_liver	FN4_D1_batch2	9	3	1.60733983630463	3	1	0	7	1	7
FN4_D1_batch2_176_266	409	89	stereoseq_liver	FN4_D1_batch2	9	5	1.38486101147652	1	0	3	6	0	3
FN4_D1_batch2_212_292	445	115	stereoseq_liver	FN4_D1_batch2	9	9	1.42088186926816	5	6	3	6	3	0
FN4_D1_batch2_153_91	386	-86	stereoseq_liver	FN4_D1_batch2	9	1	1.34677245000464	7	8	0	3	4	1
FN4_D1_batch2_141_242	374	65	stereoseq_liver	FN4_D1_batch2	9	9	1.30531142522327	5	0	2	6	3	0
FN4_D1_batch2_131_170	364	-7	stereoseq_liver	FN4_D1_batch2	9	5	1.52220223234363	1	0	3	1	0	2
FN4_D1_batch2_235_263	468	86	stereoseq_liver	FN4_D1_batch2	9	5	1.52862948050316	1	6	4	1	0	3
FN4_D1_batch2_176_258	409	81	stereoseq_liver	FN4_D1_batch2	9	4	1.60733983630463	9	4	2	6	1	0
FN4_D1_batch2_200_168	433	-9	stereoseq_liver	FN4_D1_batch2	9	8	1.38411089260836	2	2	4	1	5	2
FN4_D1_batch2_138_220	371	43	stereoseq_liver	FN4_D1_batch2	9	5	1.46957900021162	1	0	5	6	1	3
FN4_D1_batch2_200_171	433	-6	stereoseq_liver	FN4_D1_batch2	9	8	1.12995692640304	6	2	5	6	0	2
FN4_D1_batch2_143_210	376	33	stereoseq_liver	FN4_D1_batch2	9	3	1.6458480130024	4	1	1	2	2	6
FN4_D1_batch2_139_136	372	-41	stereoseq_liver	FN4_D1_batch2	9	8	1.2595671423634	2	2	4	1	0	4
FN4_D1_batch2_181_101	414	-76	stereoseq_liver	FN4_D1_batch2	9	8	1.46915938498573	2	2	6	6	0	1
FN4_D1_batch2_218_191	451	14	stereoseq_liver	FN4_D1_batch2	9	8	1.3459764171849	6	2	4	1	0	2
FN4_D1_batch2_157_72	390	-105	stereoseq_liver	FN4_D1_batch2	9	2	1.49265453666309	2	5	6	9	3	4
FN4_D1_batch2_236_225	469	48	stereoseq_liver	FN4_D1_batch2	9	1	1.43149043873974	5	8	2	3	3	0
FN4_D1_batch2_190_168	423	-9	stereoseq_liver	FN4_D1_batch2	9	4	1.52262184756953	3	2	6	6	0	1
FN4_D1_batch2_179_190	412	13	stereoseq_liver	FN4_D1_batch2	9	3	1.49313289102338	3	1	1	2	2	6
FN4_D1_batch2_139_169	372	-8	stereoseq_liver	FN4_D1_batch2	9	3	1.45330712951353	3	1	0	7	2	7
FN4_D1_batch2_160_112	393	-65	stereoseq_liver	FN4_D1_batch2	9	8	1.46957900021162	2	2	3	1	5	1
FN4_D1_batch2_164_198	397	21	stereoseq_liver	FN4_D1_batch2	9	3	1.48411367087175	3	1	0	7	2	0
FN4_D1_batch2_175_227	408	50	stereoseq_liver	FN4_D1_batch2	9	3	1.60733983630463	4	1	1	7	2	6
FN4_D1_batch2_125_140	358	-37	stereoseq_liver	FN4_D1_batch2	9	1	1.35325843729856	6	8	3	1	3	1
FN4_D1_batch2_234_182	467	5	stereoseq_liver	FN4_D1_batch2	9	5	1.35877388780706	6	8	4	1	0	2
FN4_D1_batch2_165_254	398	77	stereoseq_liver	FN4_D1_batch2	9	5	1.35835427258117	1	0	3	1	0	3
FN4_D1_batch2_130_182	363	5	stereoseq_liver	FN4_D1_batch2	9	4	1.47429841790039	9	0	2	6	1	2
FN4_D1_batch2_129_157	362	-20	stereoseq_liver	FN4_D1_batch2	9	5	1.51662804270074	2	0	4	4	0	4
FN4_D1_batch2_196_74	429	-103	stereoseq_liver	FN4_D1_batch2	9	2	1.48369405564586	8	5	7	5	6	4
FN4_D1_batch2_192_150	425	-27	stereoseq_liver	FN4_D1_batch2	9	8	1.37886720660774	2	3	6	9	5	2
FN4_D1_batch2_149_156	382	-21	stereoseq_liver	FN4_D1_batch2	9	4	1.39256264681608	3	1	2	3	1	1
FN4_D1_batch2_208_243	441	66	stereoseq_liver	FN4_D1_batch2	9	5	1.48495290132354	1	0	4	4	0	3
FN4_D1_batch2_138_101	371	-76	stereoseq_liver	FN4_D1_batch2	9	8	1.29082266851471	2	2	4	4	0	4
FN4_D1_batch2_153_139	386	-38	stereoseq_liver	FN4_D1_batch2	9	7	1.36307369026993	2	3	2	3	1	1
FN4_D1_batch2_189_170	422	-7	stereoseq_liver	FN4_D1_batch2	9	4	1.50035617200265	3	3	2	9	1	0
FN4_D1_batch2_222_271	455	94	stereoseq_liver	FN4_D1_batch2	9	5	1.47859822036325	1	0	5	1	0	3
FN4_D1_batch2_117_157	350	-20	stereoseq_liver	FN4_D1_batch2	9	9	1.48453328609765	5	6	2	6	3	0
FN4_D1_batch2_132_139	365	-38	stereoseq_liver	FN4_D1_batch2	9	5	1.35877388780706	6	0	3	1	0	1
FN4_D1_batch2_171_147	404	-30	stereoseq_liver	FN4_D1_batch2	9	6	1.5080871769094	3	7	0	2	2	5
FN4_D1_batch2_197_256	430	79	stereoseq_liver	FN4_D1_batch2	9	7	1.49181530621131	9	1	0	7	2	0
FN4_D1_batch2_206_234	439	57	stereoseq_liver	FN4_D1_batch2	9	5	1.38486101147652	1	0	3	6	0	3
FN4_D1_batch2_239_147	472	-30	stereoseq_liver	FN4_D1_batch2	9	2	1.56071040904141	8	5	7	5	6	1
FN4_D1_batch2_116_164	349	-13	stereoseq_liver	FN4_D1_batch2	9	2	1.24503247170328	6	6	8	5	6	7
FN4_D1_batch2_179_213	412	36	stereoseq_liver	FN4_D1_batch2	9	5	1.56883165960686	1	0	3	6	1	0
FN4_D1_batch2_203_214	436	37	stereoseq_liver	FN4_D1_batch2	9	3	1.51578881224895	4	1	0	7	2	6
FN4_D1_batch2_164_156	397	-21	stereoseq_liver	FN4_D1_batch2	9	4	1.4075169327021	3	4	3	4	5	2
FN4_D1_batch2_187_154	420	-23	stereoseq_liver	FN4_D1_batch2	9	3	1.52262184756953	3	7	0	7	2	7
FN4_D1_batch2_208_155	441	-22	stereoseq_liver	FN4_D1_batch2	9	4	1.36741940668437	7	3	2	3	4	0
FN4_D1_batch2_196_230	429	53	stereoseq_liver	FN4_D1_batch2	9	5	1.52220223234363	1	0	3	1	0	2
FN4_D1_batch2_121_178	354	1	stereoseq_liver	FN4_D1_batch2	9	5	1.44560549417398	1	6	3	1	3	2
FN4_D1_batch2_158_184	391	7	stereoseq_liver	FN4_D1_batch2	9	3	1.53164106772115	3	1	0	2	2	6
FN4_D1_batch2_237_183	470	6	stereoseq_liver	FN4_D1_batch2	9	5	1.45372674473943	6	6	3	1	3	2
FN4_D1_batch2_186_148	419	-29	stereoseq_liver	FN4_D1_batch2	9	8	1.38486101147652	2	2	3	4	5	2
FN4_D1_batch2_176_256	409	79	stereoseq_liver	FN4_D1_batch2	9	4	1.60733983630463	9	4	2	6	1	0
FN4_D1_batch2_147_91	380	-86	stereoseq_liver	FN4_D1_batch2	9	3	1.3857296114955	7	7	0	7	2	7
FN4_D1_batch2_175_91	408	-86	stereoseq_liver	FN4_D1_batch2	9	1	1.32891122998659	7	3	0	3	7	1
FN4_D1_batch2_157_68	390	-109	stereoseq_liver	FN4_D1_batch2	9	1	1.26567942838301	6	5	7	3	3	1
FN4_D1_batch2_125_196	358	19	stereoseq_liver	FN4_D1_batch2	9	4	1.45939004596594	9	0	2	6	0	0
FN4_D1_batch2_229_244	462	67	stereoseq_liver	FN4_D1_batch2	9	3	1.52220223234363	4	1	0	7	2	0
FN4_D1_batch2_219_140	452	-37	stereoseq_liver	FN4_D1_batch2	9	2	1.49265453666309	8	5	6	9	3	1
FN4_D1_batch2_120_192	353	15	stereoseq_liver	FN4_D1_batch2	9	9	1.5080871769094	5	6	2	6	0	0
FN4_D1_batch2_208_214	441	37	stereoseq_liver	FN4_D1_batch2	9	7	1.54659535360717	9	1	0	3	1	0
FN4_D1_batch2_148_131	381	-46	stereoseq_liver	FN4_D1_batch2	9	8	1.43191005396564	2	2	4	1	5	1
FN4_D1_batch2_221_198	454	21	stereoseq_liver	FN4_D1_batch2	9	5	1.44522907658013	6	0	4	4	0	2
FN4_D1_batch2_190_92	423	-85	stereoseq_liver	FN4_D1_batch2	9	2	1.47811986600297	2	5	4	4	3	4
FN4_D1_batch2_225_255	458	78	stereoseq_liver	FN4_D1_batch2	9	5	1.47859822036325	1	0	5	1	0	3
FN4_D1_batch2_201_185	434	8	stereoseq_liver	FN4_D1_batch2	9	5	1.52220223234363	1	0	3	1	0	2
FN4_D1_batch2_177_205	410	28	stereoseq_liver	FN4_D1_batch2	9	4	1.34677245000464	3	4	5	6	1	2
FN4_D1_batch2_148_68	381	-109	stereoseq_liver	FN4_D1_batch2	9	1	1.24207962361968	6	8	8	5	4	7
FN4_D1_batch2_158_132	391	-45	stereoseq_liver	FN4_D1_batch2	9	8	1.46957900021162	2	2	3	1	5	1
FN4_D1_batch2_203_236	436	59	stereoseq_liver	FN4_D1_batch2	9	5	1.35835427258117	1	0	3	1	0	3
FN4_D1_batch2_153_189	386	12	stereoseq_liver	FN4_D1_batch2	9	3	1.53164106772115	3	1	0	2	2	6
FN4_D1_batch2_118_188	351	11	stereoseq_liver	FN4_D1_batch2	9	9	1.48453328609765	5	6	2	6	3	0
FN4_D1_batch2_201_240	434	63	stereoseq_liver	FN4_D1_batch2	9	4	1.60733983630463	9	4	2	6	1	0
FN4_D1_batch2_234_204	467	27	stereoseq_liver	FN4_D1_batch2	9	6	1.4387724588534	4	7	1	2	4	6
FN4_D1_batch2_237_269	470	92	stereoseq_liver	FN4_D1_batch2	9	9	1.39211366202299	5	6	2	6	3	3
FN4_D1_batch2_206_206	439	29	stereoseq_liver	FN4_D1_batch2	9	5	1.4922349214372	1	0	4	1	0	2
FN4_D1_batch2_141_222	374	45	stereoseq_liver	FN4_D1_batch2	9	5	1.35835427258117	1	0	3	1	0	3
FN4_D1_batch2_162_174	395	-3	stereoseq_liver	FN4_D1_batch2	9	4	1.2693364813832	3	4	5	6	1	1
FN4_D1_batch2_230_242	463	65	stereoseq_liver	FN4_D1_batch2	9	3	1.60733983630463	4	1	1	7	2	6
FN4_D1_batch2_129_240	362	63	stereoseq_liver	FN4_D1_batch2	9	9	1.39340187726786	5	6	8	5	3	0
FN4_D1_batch2_202_171	435	-6	stereoseq_liver	FN4_D1_batch2	9	8	1.36175610545786	2	2	6	6	5	2
FN4_D1_batch2_146_73	379	-104	stereoseq_liver	FN4_D1_batch2	9	6	1.4546247143256	4	7	1	7	4	5
FN4_D1_batch2_160_145	393	-32	stereoseq_liver	FN4_D1_batch2	9	4	1.37844759138184	3	8	2	3	1	1
FN4_D1_batch2_138_140	371	-37	stereoseq_liver	FN4_D1_batch2	9	8	1.40242109741949	6	2	4	1	0	1
FN4_D1_batch2_182_111	415	-66	stereoseq_liver	FN4_D1_batch2	9	6	1.43790385883442	7	7	1	2	2	5
FN4_D1_batch2_165_107	398	-70	stereoseq_liver	FN4_D1_batch2	9	7	1.4387724588534	7	3	0	3	2	7
FN4_D1_batch2_159_134	392	-43	stereoseq_liver	FN4_D1_batch2	9	8	1.42423778819328	2	2	6	1	5	1
FN4_D1_batch2_176_64	409	-113	stereoseq_liver	FN4_D1_batch2	9	2	1.52220223234363	8	5	1	5	6	7
FN4_D1_batch2_121_160	354	-17	stereoseq_liver	FN4_D1_batch2	9	1	1.53164106772115	6	8	0	3	4	7
