	x	y	data	sample	cluster_number	consensus_kmode	cross_method_entropy	BANKSY_config_default_label	SCAN-IT_config_default_label	SpaceFlow_config_default_label	DRSC_config_default_label	SCAN-IT_config_seqFISH_mouse_SScortex_label	stardust_config_default_label
FN4_D1_batch2_134_211	367	34	stereoseq_liver	FN4_D1_batch2	9	7	1.59963820096508	9	4	0	3	1	0
FN4_D1_batch2_217_163	450	-14	stereoseq_liver	FN4_D1_batch2	9	6	1.5080871769094	7	7	1	2	4	5
FN4_D1_batch2_191_272	424	95	stereoseq_liver	FN4_D1_batch2	9	9	1.38237369257039	9	0	5	6	0	0
FN4_D1_batch2_208_210	441	33	stereoseq_liver	FN4_D1_batch2	9	5	1.35835427258117	1	0	3	1	0	3
FN4_D1_batch2_156_85	389	-92	stereoseq_liver	FN4_D1_batch2	9	8	1.2595671423634	2	2	4	1	5	4
FN4_D1_batch2_223_249	456	72	stereoseq_liver	FN4_D1_batch2	9	4	1.5928051656445	9	4	2	6	7	0
FN4_D1_batch2_150_90	383	-87	stereoseq_liver	FN4_D1_batch2	9	4	1.59963820096508	7	3	2	3	2	1
FN4_D1_batch2_216_261	449	84	stereoseq_liver	FN4_D1_batch2	9	4	1.5928051656445	9	4	2	6	7	0
FN4_D1_batch2_149_81	382	-96	stereoseq_liver	FN4_D1_batch2	9	8	1.48453328609765	2	3	6	9	7	4
FN4_D1_batch2_150_70	383	-107	stereoseq_liver	FN4_D1_batch2	9	4	1.45934413201437	6	8	2	6	4	1
FN4_D1_batch2_157_81	390	-96	stereoseq_liver	FN4_D1_batch2	9	9	1.63131334234228	2	3	6	6	3	1
FN4_D1_batch2_208_130	441	-47	stereoseq_liver	FN4_D1_batch2	9	9	1.30531142522327	7	3	2	7	3	1
FN4_D1_batch2_208_288	441	111	stereoseq_liver	FN4_D1_batch2	9	9	1.30709453921281	5	6	5	6	3	3
FN4_D1_batch2_209_179	442	2	stereoseq_liver	FN4_D1_batch2	9	3	1.44560549417398	4	7	1	2	2	6
FN4_D1_batch2_231_215	464	38	stereoseq_liver	FN4_D1_batch2	9	7	1.37802797615595	9	2	2	3	0	0
FN4_D1_batch2_184_178	417	1	stereoseq_liver	FN4_D1_batch2	9	4	1.55471660417262	3	4	3	6	1	2
FN4_D1_batch2_161_150	394	-27	stereoseq_liver	FN4_D1_batch2	9	6	1.5080871769094	3	7	0	2	2	5
FN4_D1_batch2_156_256	389	79	stereoseq_liver	FN4_D1_batch2	9	5	1.49397212147517	1	0	4	1	0	3
FN4_D1_batch2_193_262	426	85	stereoseq_liver	FN4_D1_batch2	9	4	1.60733983630463	9	4	2	6	1	0
FN4_D1_batch2_240_234	473	57	stereoseq_liver	FN4_D1_batch2	9	9	1.36172673589066	5	6	2	6	3	8
FN4_D1_batch2_157_200	390	23	stereoseq_liver	FN4_D1_batch2	9	3	1.49313289102338	3	1	1	7	2	6
FN4_D1_batch2_143_227	376	50	stereoseq_liver	FN4_D1_batch2	9	4	1.45939004596594	9	0	2	6	0	0
FN4_D1_batch2_214_257	447	80	stereoseq_liver	FN4_D1_batch2	9	4	1.60733983630463	9	4	2	6	1	0
FN4_D1_batch2_207_149	440	-28	stereoseq_liver	FN4_D1_batch2	9	6	1.10730100517747	7	3	0	7	4	7
FN4_D1_batch2_196_196	429	19	stereoseq_liver	FN4_D1_batch2	9	3	1.6458480130024	4	1	1	2	2	6
FN4_D1_batch2_157_161	390	-16	stereoseq_liver	FN4_D1_batch2	9	4	1.46957900021162	3	4	3	6	1	1
FN4_D1_batch2_141_169	374	-8	stereoseq_liver	FN4_D1_batch2	9	6	1.46957900021162	3	1	1	2	2	5
FN4_D1_batch2_153_87	386	-90	stereoseq_liver	FN4_D1_batch2	9	8	1.42423778819328	2	2	6	1	5	1
FN4_D1_batch2_159_110	392	-67	stereoseq_liver	FN4_D1_batch2	9	8	1.50766756168351	2	2	3	6	5	1
FN4_D1_batch2_140_242	373	65	stereoseq_liver	FN4_D1_batch2	9	9	1.39211366202299	5	6	2	6	3	3
FN4_D1_batch2_205_124	438	-53	stereoseq_liver	FN4_D1_batch2	9	6	1.39256264681608	7	7	1	7	4	5
FN4_D1_batch2_180_285	413	108	stereoseq_liver	FN4_D1_batch2	9	1	1.35447408534419	5	6	0	3	3	0
FN4_D1_batch2_207_175	440	-2	stereoseq_liver	FN4_D1_batch2	9	8	1.12995692640304	6	2	5	6	0	2
FN4_D1_batch2_148_82	381	-95	stereoseq_liver	FN4_D1_batch2	9	2	1.19549611030803	2	3	2	9	4	4
FN4_D1_batch2_195_288	428	111	stereoseq_liver	FN4_D1_batch2	9	9	1.42088186926816	5	6	3	6	3	0
FN4_D1_batch2_181_184	414	7	stereoseq_liver	FN4_D1_batch2	9	4	1.60733983630463	3	4	2	3	1	0
FN4_D1_batch2_168_206	401	29	stereoseq_liver	FN4_D1_batch2	9	3	1.49313289102338	3	1	1	7	2	6
FN4_D1_batch2_142_80	375	-97	stereoseq_liver	FN4_D1_batch2	9	9	1.48453328609765	6	5	6	6	3	1
FN4_D1_batch2_168_126	401	-51	stereoseq_liver	FN4_D1_batch2	9	3	1.47728063555118	7	7	1	7	2	7
FN4_D1_batch2_154_233	387	56	stereoseq_liver	FN4_D1_batch2	9	5	1.46957900021162	1	0	5	6	1	3
FN4_D1_batch2_212_108	445	-69	stereoseq_liver	FN4_D1_batch2	9	2	1.52346107802131	8	5	4	5	3	4
FN4_D1_batch2_168_65	401	-112	stereoseq_liver	FN4_D1_batch2	9	2	1.52220223234363	8	5	7	5	6	7
FN4_D1_batch2_192_179	425	2	stereoseq_liver	FN4_D1_batch2	9	4	1.60733983630463	3	1	2	3	1	0
FN4_D1_batch2_213_276	446	99	stereoseq_liver	FN4_D1_batch2	9	5	1.39939568213665	1	6	3	4	0	3
FN4_D1_batch2_230_263	463	86	stereoseq_liver	FN4_D1_batch2	9	5	1.52862948050316	1	6	4	1	0	3
FN4_D1_batch2_165_109	398	-68	stereoseq_liver	FN4_D1_batch2	9	7	1.32891122998659	7	3	0	3	7	1
FN4_D1_batch2_132_93	365	-84	stereoseq_liver	FN4_D1_batch2	9	1	1.51238697937227	6	8	0	3	4	1
FN4_D1_batch2_167_238	400	61	stereoseq_liver	FN4_D1_batch2	9	5	1.48495290132354	1	0	4	4	0	3
FN4_D1_batch2_233_146	466	-31	stereoseq_liver	FN4_D1_batch2	9	2	1.27586838262869	8	5	7	3	3	1
FN4_D1_batch2_147_102	380	-75	stereoseq_liver	FN4_D1_batch2	9	8	1.47728063555118	6	3	2	3	7	1
FN4_D1_batch2_159_262	392	85	stereoseq_liver	FN4_D1_batch2	9	3	1.51578881224895	5	1	1	7	2	6
FN4_D1_batch2_218_141	451	-36	stereoseq_liver	FN4_D1_batch2	9	2	1.5611300242673	8	5	6	6	3	1
FN4_D1_batch2_180_232	413	55	stereoseq_liver	FN4_D1_batch2	9	5	1.48495290132354	1	0	4	4	0	3
FN4_D1_batch2_155_149	388	-28	stereoseq_liver	FN4_D1_batch2	9	1	1.30913287332585	3	8	0	5	2	5
FN4_D1_batch2_231_152	464	-25	stereoseq_liver	FN4_D1_batch2	9	1	1.28387115204332	7	3	0	3	4	1
FN4_D1_batch2_157_120	390	-57	stereoseq_liver	FN4_D1_batch2	9	6	1.5611300242673	7	7	1	2	7	5
FN4_D1_batch2_126_225	359	48	stereoseq_liver	FN4_D1_batch2	9	1	1.35447408534419	5	6	0	3	3	0
FN4_D1_batch2_171_169	404	-8	stereoseq_liver	FN4_D1_batch2	9	4	1.43107082351385	3	3	2	6	1	1
FN4_D1_batch2_210_162	443	-15	stereoseq_liver	FN4_D1_batch2	9	6	1.4070973174762	7	7	1	7	2	5
FN4_D1_batch2_228_134	461	-43	stereoseq_liver	FN4_D1_batch2	9	2	1.56883165960686	8	5	7	5	3	4
FN4_D1_batch2_155_84	388	-93	stereoseq_liver	FN4_D1_batch2	9	8	1.43191005396564	2	2	4	1	5	1
FN4_D1_batch2_176_125	409	-52	stereoseq_liver	FN4_D1_batch2	9	7	1.32891122998659	7	3	0	3	7	1
FN4_D1_batch2_144_208	377	31	stereoseq_liver	FN4_D1_batch2	9	7	1.6458480130024	9	4	2	3	1	0
FN4_D1_batch2_190_204	423	27	stereoseq_liver	FN4_D1_batch2	9	3	1.6458480130024	4	1	1	2	2	6
FN4_D1_batch2_204_88	437	-89	stereoseq_liver	FN4_D1_batch2	9	2	1.48369405564586	8	5	7	5	6	4
FN4_D1_batch2_165_210	398	33	stereoseq_liver	FN4_D1_batch2	9	4	1.61588070209597	3	1	0	9	1	4
FN4_D1_batch2_190_155	423	-22	stereoseq_liver	FN4_D1_batch2	9	6	1.4070973174762	7	7	1	7	2	5
FN4_D1_batch2_215_204	448	27	stereoseq_liver	FN4_D1_batch2	9	3	1.51578881224895	4	1	0	7	2	6
FN4_D1_batch2_203_75	436	-102	stereoseq_liver	FN4_D1_batch2	9	2	1.48369405564586	8	5	7	5	6	4
FN4_D1_batch2_215_185	448	8	stereoseq_liver	FN4_D1_batch2	9	1	1.29330998742084	4	8	0	3	4	0
FN4_D1_batch2_209_197	442	20	stereoseq_liver	FN4_D1_batch2	9	3	1.6458480130024	4	1	1	2	2	6
FN4_D1_batch2_126_149	359	-28	stereoseq_liver	FN4_D1_batch2	9	3	1.56071040904141	4	1	1	7	2	7
FN4_D1_batch2_131_186	364	9	stereoseq_liver	FN4_D1_batch2	9	7	1.6458480130024	9	4	2	3	1	0
FN4_D1_batch2_167_92	400	-85	stereoseq_liver	FN4_D1_batch2	9	8	1.43191005396564	2	2	4	1	5	1
FN4_D1_batch2_156_254	389	77	stereoseq_liver	FN4_D1_batch2	9	5	1.2693364813832	5	0	5	6	0	3
FN4_D1_batch2_151_227	384	50	stereoseq_liver	FN4_D1_batch2	9	7	1.6458480130024	9	4	2	3	1	0
FN4_D1_batch2_150_71	383	-106	stereoseq_liver	FN4_D1_batch2	9	3	1.45330712951353	6	5	0	7	4	7
FN4_D1_batch2_191_185	424	8	stereoseq_liver	FN4_D1_batch2	9	5	1.49313289102338	1	0	3	4	0	2
FN4_D1_batch2_146_138	379	-39	stereoseq_liver	FN4_D1_batch2	9	6	1.4070973174762	7	7	1	7	2	5
FN4_D1_batch2_157_160	390	-17	stereoseq_liver	FN4_D1_batch2	9	4	1.27877531676072	3	4	5	6	5	1
FN4_D1_batch2_161_155	394	-22	stereoseq_liver	FN4_D1_batch2	9	4	1.46957900021162	3	4	3	6	1	1
FN4_D1_batch2_216_233	449	56	stereoseq_liver	FN4_D1_batch2	9	7	1.36741940668437	9	1	0	3	7	0
FN4_D1_batch2_204_99	437	-78	stereoseq_liver	FN4_D1_batch2	9	6	1.37760836093005	8	7	1	2	4	5
FN4_D1_batch2_188_143	421	-34	stereoseq_liver	FN4_D1_batch2	9	8	1.63772676243696	2	3	6	3	0	1
FN4_D1_batch2_183_134	416	-43	stereoseq_liver	FN4_D1_batch2	9	8	1.46957900021162	2	2	3	1	5	1
FN4_D1_batch2_173_243	406	66	stereoseq_liver	FN4_D1_batch2	9	5	1.48495290132354	1	0	4	4	0	3
FN4_D1_batch2_211_225	444	48	stereoseq_liver	FN4_D1_batch2	9	4	1.4764120355322	1	4	5	8	1	3
FN4_D1_batch2_213_231	446	54	stereoseq_liver	FN4_D1_batch2	9	3	1.6458480130024	4	1	1	2	2	6
FN4_D1_batch2_208_251	441	74	stereoseq_liver	FN4_D1_batch2	9	5	1.48495290132354	1	0	4	4	0	3
FN4_D1_batch2_169_179	402	2	stereoseq_liver	FN4_D1_batch2	9	8	1.47811986600297	2	0	4	4	5	4
FN4_D1_batch2_236_149	469	-28	stereoseq_liver	FN4_D1_batch2	9	2	1.41876825163635	8	5	4	1	3	4
FN4_D1_batch2_142_162	375	-15	stereoseq_liver	FN4_D1_batch2	9	3	1.60733983630463	3	1	0	7	1	7
FN4_D1_batch2_231_208	464	31	stereoseq_liver	FN4_D1_batch2	9	6	1.4387724588534	4	7	1	2	4	6
FN4_D1_batch2_200_216	433	39	stereoseq_liver	FN4_D1_batch2	9	7	1.54659535360717	9	1	0	3	1	0
FN4_D1_batch2_186_270	419	93	stereoseq_liver	FN4_D1_batch2	9	5	1.35835427258117	1	0	3	1	0	3
FN4_D1_batch2_123_200	356	23	stereoseq_liver	FN4_D1_batch2	9	1	1.43107082351385	5	8	0	3	4	0
FN4_D1_batch2_189_67	422	-110	stereoseq_liver	FN4_D1_batch2	9	2	1.48369405564586	8	5	7	5	6	4
FN4_D1_batch2_151_89	384	-88	stereoseq_liver	FN4_D1_batch2	9	8	1.54617573838128	2	3	6	6	7	1
FN4_D1_batch2_153_242	386	65	stereoseq_liver	FN4_D1_batch2	9	5	1.52304146279542	1	6	3	1	0	3
FN4_D1_batch2_224_200	457	23	stereoseq_liver	FN4_D1_batch2	9	8	1.3459764171849	6	2	4	1	0	2
FN4_D1_batch2_165_246	398	69	stereoseq_liver	FN4_D1_batch2	9	5	1.48495290132354	1	0	4	4	0	3
FN4_D1_batch2_181_256	414	79	stereoseq_liver	FN4_D1_batch2	9	3	1.52220223234363	4	1	0	7	2	0
FN4_D1_batch2_205_79	438	-98	stereoseq_liver	FN4_D1_batch2	9	2	1.48369405564586	8	5	7	5	6	4
FN4_D1_batch2_169_151	402	-26	stereoseq_liver	FN4_D1_batch2	9	7	1.56883165960686	3	7	0	7	1	7
FN4_D1_batch2_141_226	374	49	stereoseq_liver	FN4_D1_batch2	9	5	1.35835427258117	1	0	3	1	0	3
FN4_D1_batch2_163_136	396	-41	stereoseq_liver	FN4_D1_batch2	9	6	1.4070973174762	7	7	1	7	2	5
FN4_D1_batch2_232_264	465	87	stereoseq_liver	FN4_D1_batch2	9	5	1.41653615285372	1	6	4	4	0	3
FN4_D1_batch2_214_244	447	67	stereoseq_liver	FN4_D1_batch2	9	4	1.56154963949319	9	0	5	6	1	0
FN4_D1_batch2_180_234	413	57	stereoseq_liver	FN4_D1_batch2	9	5	1.48495290132354	1	0	4	4	0	3
FN4_D1_batch2_220_190	453	13	stereoseq_liver	FN4_D1_batch2	9	5	1.28398963319414	6	2	6	6	0	2
FN4_D1_batch2_161_189	394	12	stereoseq_liver	FN4_D1_batch2	9	4	1.55901640663549	3	4	3	1	1	2
FN4_D1_batch2_182_129	415	-48	stereoseq_liver	FN4_D1_batch2	9	8	1.29082266851471	2	2	4	4	5	4
FN4_D1_batch2_194_158	427	-19	stereoseq_liver	FN4_D1_batch2	9	8	1.44009004366548	2	3	6	1	5	2
FN4_D1_batch2_137_225	370	48	stereoseq_liver	FN4_D1_batch2	9	5	1.49397212147517	1	0	4	1	0	3
FN4_D1_batch2_218_261	451	84	stereoseq_liver	FN4_D1_batch2	9	5	1.5397623182866	1	4	5	1	0	3
FN4_D1_batch2_119_172	352	-5	stereoseq_liver	FN4_D1_batch2	9	6	1.39256264681608	5	8	1	7	4	5
FN4_D1_batch2_182_287	415	110	stereoseq_liver	FN4_D1_batch2	9	1	1.35447408534419	5	6	0	3	3	0
FN4_D1_batch2_161_113	394	-64	stereoseq_liver	FN4_D1_batch2	9	8	1.42423778819328	2	2	6	1	5	1
FN4_D1_batch2_161_184	394	7	stereoseq_liver	FN4_D1_batch2	9	1	1.38237369257039	3	8	0	3	2	0
FN4_D1_batch2_139_195	372	18	stereoseq_liver	FN4_D1_batch2	9	3	1.51578881224895	4	1	0	7	2	6
FN4_D1_batch2_185_78	418	-99	stereoseq_liver	FN4_D1_batch2	9	6	1.37760836093005	8	7	1	2	4	5
FN4_D1_batch2_205_206	438	29	stereoseq_liver	FN4_D1_batch2	9	5	1.4922349214372	1	0	4	1	0	2
FN4_D1_batch2_192_78	425	-99	stereoseq_liver	FN4_D1_batch2	9	2	1.56071040904141	8	5	7	5	6	1
FN4_D1_batch2_163_261	396	84	stereoseq_liver	FN4_D1_batch2	9	3	1.6458480130024	4	1	1	2	2	6
FN4_D1_batch2_162_261	395	84	stereoseq_liver	FN4_D1_batch2	9	3	1.53116271336087	4	1	1	9	2	6
FN4_D1_batch2_194_112	427	-65	stereoseq_liver	FN4_D1_batch2	9	8	1.2595671423634	2	2	4	1	5	4
FN4_D1_batch2_146_259	379	82	stereoseq_liver	FN4_D1_batch2	9	1	1.24578259057144	5	8	0	3	3	0
FN4_D1_batch2_185_228	418	51	stereoseq_liver	FN4_D1_batch2	9	4	1.45897043074004	9	4	5	6	1	3
FN4_D1_batch2_181_279	414	102	stereoseq_liver	FN4_D1_batch2	9	3	1.31596590864642	5	8	1	7	4	6
FN4_D1_batch2_161_240	394	63	stereoseq_liver	FN4_D1_batch2	9	5	1.48495290132354	1	0	4	4	0	3
FN4_D1_batch2_197_116	430	-61	stereoseq_liver	FN4_D1_batch2	9	8	1.63131334234228	2	3	6	6	3	1
FN4_D1_batch2_236_257	469	80	stereoseq_liver	FN4_D1_batch2	9	4	1.67623493913473	5	4	2	3	4	0
FN4_D1_batch2_155_151	388	-26	stereoseq_liver	FN4_D1_batch2	9	6	1.4391920740793	3	8	0	2	2	5
FN4_D1_batch2_183_83	416	-94	stereoseq_liver	FN4_D1_batch2	9	9	1.52262184756953	2	3	2	6	3	1
FN4_D1_batch2_169_178	402	1	stereoseq_liver	FN4_D1_batch2	9	8	1.43620985642851	2	0	4	4	5	2
FN4_D1_batch2_131_200	364	23	stereoseq_liver	FN4_D1_batch2	9	7	1.59963820096508	9	4	0	3	1	0
FN4_D1_batch2_205_236	438	59	stereoseq_liver	FN4_D1_batch2	9	5	1.35835427258117	1	0	3	1	0	3
FN4_D1_batch2_192_185	425	8	stereoseq_liver	FN4_D1_batch2	9	5	1.52220223234363	1	0	3	1	0	2
FN4_D1_batch2_207_163	440	-14	stereoseq_liver	FN4_D1_batch2	9	6	1.25231449181694	7	3	0	8	2	5
FN4_D1_batch2_142_185	375	8	stereoseq_liver	FN4_D1_batch2	9	5	1.49397212147517	1	0	4	4	0	2
FN4_D1_batch2_198_162	431	-15	stereoseq_liver	FN4_D1_batch2	9	8	1.37509167245673	2	2	4	4	5	2
FN4_D1_batch2_162_232	395	55	stereoseq_liver	FN4_D1_batch2	9	5	1.36172673589066	1	0	3	9	1	3
FN4_D1_batch2_219_267	452	90	stereoseq_liver	FN4_D1_batch2	9	4	1.46957900021162	9	4	5	6	7	0
FN4_D1_batch2_198_251	431	74	stereoseq_liver	FN4_D1_batch2	9	5	1.44560549417398	1	0	5	6	0	3
FN4_D1_batch2_163_246	396	69	stereoseq_liver	FN4_D1_batch2	9	5	1.48495290132354	1	0	4	4	0	3
FN4_D1_batch2_167_136	400	-41	stereoseq_liver	FN4_D1_batch2	9	6	1.34428513109851	7	3	0	9	2	7
FN4_D1_batch2_163_158	396	-19	stereoseq_liver	FN4_D1_batch2	9	4	1.4075169327021	3	4	3	4	5	2
FN4_D1_batch2_129_152	362	-25	stereoseq_liver	FN4_D1_batch2	9	7	1.3540544701183	6	4	2	3	7	1
FN4_D1_batch2_155_252	388	75	stereoseq_liver	FN4_D1_batch2	9	1	1.52220223234363	5	1	0	3	2	0
FN4_D1_batch2_204_128	437	-49	stereoseq_liver	FN4_D1_batch2	9	6	1.5080871769094	7	7	1	2	4	5
FN4_D1_batch2_169_98	402	-79	stereoseq_liver	FN4_D1_batch2	9	3	1.2479687754025	7	3	0	7	2	7
FN4_D1_batch2_133_243	366	66	stereoseq_liver	FN4_D1_batch2	9	1	1.47770025077707	5	6	5	3	3	0
FN4_D1_batch2_176_136	409	-41	stereoseq_liver	FN4_D1_batch2	9	8	1.43191005396564	2	2	4	1	5	1
FN4_D1_batch2_237_146	470	-31	stereoseq_liver	FN4_D1_batch2	9	2	1.59921858573918	8	5	6	5	6	1
FN4_D1_batch2_143_240	376	63	stereoseq_liver	FN4_D1_batch2	9	9	1.46915938498573	5	4	2	6	0	0
FN4_D1_batch2_195_274	428	97	stereoseq_liver	FN4_D1_batch2	9	3	1.6458480130024	4	1	1	2	2	6
FN4_D1_batch2_228_221	461	44	stereoseq_liver	FN4_D1_batch2	9	5	1.35835427258117	1	0	3	1	0	3
FN4_D1_batch2_232_107	465	-70	stereoseq_liver	FN4_D1_batch2	9	2	1.48369405564586	8	5	7	5	6	4
FN4_D1_batch2_226_163	459	-14	stereoseq_liver	FN4_D1_batch2	9	8	1.37509167245673	2	2	4	4	5	2
FN4_D1_batch2_215_139	448	-38	stereoseq_liver	FN4_D1_batch2	9	7	1.25189487659104	7	5	0	3	4	1
FN4_D1_batch2_203_189	436	12	stereoseq_liver	FN4_D1_batch2	9	5	1.52220223234363	1	0	3	1	0	2
FN4_D1_batch2_223_277	456	100	stereoseq_liver	FN4_D1_batch2	9	5	1.49397212147517	1	0	4	1	0	3
FN4_D1_batch2_145_72	378	-105	stereoseq_liver	FN4_D1_batch2	9	6	1.46957900021162	4	8	1	7	4	5
FN4_D1_batch2_168_182	401	5	stereoseq_liver	FN4_D1_batch2	9	5	1.53032348290908	3	0	3	1	0	2
FN4_D1_batch2_122_165	355	-12	stereoseq_liver	FN4_D1_batch2	9	3	1.47728063555118	4	8	0	7	4	7
FN4_D1_batch2_189_112	422	-65	stereoseq_liver	FN4_D1_batch2	9	8	1.58468391507905	2	3	6	6	0	1
FN4_D1_batch2_132_137	365	-40	stereoseq_liver	FN4_D1_batch2	9	5	1.26001612715649	6	0	5	6	0	1
FN4_D1_batch2_153_84	386	-93	stereoseq_liver	FN4_D1_batch2	9	8	1.1723159207706	2	2	4	1	3	4
FN4_D1_batch2_200_259	433	82	stereoseq_liver	FN4_D1_batch2	9	7	1.6458480130024	9	4	2	3	1	0
FN4_D1_batch2_194_242	427	65	stereoseq_liver	FN4_D1_batch2	9	3	1.6458480130024	4	1	1	2	2	6
FN4_D1_batch2_214_100	447	-77	stereoseq_liver	FN4_D1_batch2	9	2	1.48369405564586	8	5	7	5	6	4
FN4_D1_batch2_225_283	458	106	stereoseq_liver	FN4_D1_batch2	9	5	1.35877388780706	1	6	3	1	3	3
FN4_D1_batch2_126_122	359	-55	stereoseq_liver	FN4_D1_batch2	9	5	1.37032634081639	6	8	3	1	0	1
FN4_D1_batch2_212_141	445	-36	stereoseq_liver	FN4_D1_batch2	9	9	1.5556145737588	2	3	6	6	3	2
FN4_D1_batch2_186_93	419	-84	stereoseq_liver	FN4_D1_batch2	9	8	1.31516987582668	2	8	4	1	3	4
FN4_D1_batch2_230_193	463	16	stereoseq_liver	FN4_D1_batch2	9	5	1.42895720588204	6	2	6	1	0	2
FN4_D1_batch2_232_198	465	21	stereoseq_liver	FN4_D1_batch2	9	5	1.35877388780706	6	8	4	1	0	2
FN4_D1_batch2_160_113	393	-64	stereoseq_liver	FN4_D1_batch2	9	8	1.30784465808097	2	2	3	1	5	4
FN4_D1_batch2_145_111	378	-66	stereoseq_liver	FN4_D1_batch2	9	8	1.40970311753315	6	2	6	6	0	1
FN4_D1_batch2_228_172	461	-5	stereoseq_liver	FN4_D1_batch2	9	9	1.43790385883442	7	3	2	3	7	0
FN4_D1_batch2_236_238	469	61	stereoseq_liver	FN4_D1_batch2	9	5	1.52862948050316	1	6	4	1	0	3
FN4_D1_batch2_210_185	443	8	stereoseq_liver	FN4_D1_batch2	9	4	1.12995692640304	6	2	5	6	0	2
FN4_D1_batch2_159_231	392	54	stereoseq_liver	FN4_D1_batch2	9	7	1.5769529101723	9	0	2	3	1	0
FN4_D1_batch2_178_253	411	76	stereoseq_liver	FN4_D1_batch2	9	7	1.6458480130024	9	4	2	3	1	0
FN4_D1_batch2_214_261	447	84	stereoseq_liver	FN4_D1_batch2	9	3	1.51578881224895	4	1	0	7	2	6
FN4_D1_batch2_207_214	440	37	stereoseq_liver	FN4_D1_batch2	9	7	1.5080871769094	9	1	0	3	2	0
FN4_D1_batch2_126_146	359	-31	stereoseq_liver	FN4_D1_batch2	9	1	1.41611653762783	6	8	0	7	4	7
FN4_D1_batch2_238_167	471	-10	stereoseq_liver	FN4_D1_batch2	9	9	1.36524519031739	6	8	2	6	3	2
FN4_D1_batch2_231_167	464	-10	stereoseq_liver	FN4_D1_batch2	9	1	1.45330712951353	6	3	2	3	7	0
FN4_D1_batch2_154_256	387	79	stereoseq_liver	FN4_D1_batch2	9	5	1.35835427258117	1	0	3	1	0	3
FN4_D1_batch2_122_192	355	15	stereoseq_liver	FN4_D1_batch2	9	9	1.33094956409964	5	6	5	6	0	3
FN4_D1_batch2_184_220	417	43	stereoseq_liver	FN4_D1_batch2	9	3	1.6458480130024	4	1	1	2	2	6
FN4_D1_batch2_164_167	397	-10	stereoseq_liver	FN4_D1_batch2	9	6	1.39256264681608	3	7	1	2	2	5
FN4_D1_batch2_164_242	397	65	stereoseq_liver	FN4_D1_batch2	9	5	1.48495290132354	1	0	4	4	0	3
FN4_D1_batch2_224_176	457	-1	stereoseq_liver	FN4_D1_batch2	9	8	1.38704719630758	2	2	6	1	5	2
FN4_D1_batch2_145_186	378	9	stereoseq_liver	FN4_D1_batch2	9	5	1.40667770225031	1	0	3	1	1	2
FN4_D1_batch2_139_242	372	65	stereoseq_liver	FN4_D1_batch2	9	9	1.39211366202299	5	6	2	6	3	3
FN4_D1_batch2_222_142	455	-35	stereoseq_liver	FN4_D1_batch2	9	8	1.43537062597672	8	5	6	1	3	1
FN4_D1_batch2_198_224	431	47	stereoseq_liver	FN4_D1_batch2	9	3	1.60733983630463	4	1	1	7	2	6
FN4_D1_batch2_144_130	377	-47	stereoseq_liver	FN4_D1_batch2	9	8	1.39981529736254	2	2	4	4	0	1
FN4_D1_batch2_233_150	466	-27	stereoseq_liver	FN4_D1_batch2	9	2	1.43537062597672	8	5	6	1	3	1
FN4_D1_batch2_151_228	384	51	stereoseq_liver	FN4_D1_batch2	9	7	1.6458480130024	9	4	2	3	1	0
FN4_D1_batch2_120_148	353	-29	stereoseq_liver	FN4_D1_batch2	9	6	1.54617573838128	4	7	1	2	4	5
FN4_D1_batch2_195_142	428	-35	stereoseq_liver	FN4_D1_batch2	9	8	1.29082266851471	2	2	4	4	5	4
FN4_D1_batch2_149_138	382	-39	stereoseq_liver	FN4_D1_batch2	9	3	1.47728063555118	7	7	1	7	2	7
FN4_D1_batch2_217_150	450	-27	stereoseq_liver	FN4_D1_batch2	9	8	1.34423921714694	2	8	4	4	5	4
FN4_D1_batch2_118_185	351	8	stereoseq_liver	FN4_D1_batch2	9	9	1.42088186926816	5	6	3	6	3	0
FN4_D1_batch2_191_288	424	111	stereoseq_liver	FN4_D1_batch2	9	9	1.41695576807962	5	6	5	6	3	0
FN4_D1_batch2_220_214	453	37	stereoseq_liver	FN4_D1_batch2	9	3	1.60733983630463	4	1	1	7	2	6
FN4_D1_batch2_175_250	408	73	stereoseq_liver	FN4_D1_batch2	9	5	1.49397212147517	1	0	4	1	0	3
FN4_D1_batch2_167_106	400	-71	stereoseq_liver	FN4_D1_batch2	9	3	1.34635283477875	7	3	1	7	2	5
FN4_D1_batch2_235_134	468	-43	stereoseq_liver	FN4_D1_batch2	9	2	1.48369405564586	8	5	7	5	6	4
FN4_D1_batch2_209_218	442	41	stereoseq_liver	FN4_D1_batch2	9	5	1.48411367087175	1	4	5	1	1	3
FN4_D1_batch2_166_168	399	-9	stereoseq_liver	FN4_D1_batch2	9	6	1.39256264681608	3	7	1	2	2	5
FN4_D1_batch2_213_194	446	17	stereoseq_liver	FN4_D1_batch2	9	4	1.38486101147652	6	4	2	6	1	0
FN4_D1_batch2_204_145	437	-32	stereoseq_liver	FN4_D1_batch2	9	6	1.5080871769094	7	7	1	2	4	5
FN4_D1_batch2_201_232	434	55	stereoseq_liver	FN4_D1_batch2	9	4	1.52220223234363	1	4	2	6	1	0
FN4_D1_batch2_218_233	451	56	stereoseq_liver	FN4_D1_batch2	9	7	1.49355250624927	9	4	2	9	1	0
